"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",9438,"[S]Select Size:=500 x 650 mm",,6003OZG,,,,,,64.95,0.00,,,,N,,,,,,,,,,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9439,"[S]Select Size:=600 x 650 mm",,6004OZG,,,,,,72.95,0.00,,,,N,,,,,,,,,,999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9440,"[S]Select Size:=700 x 650 mm",,6005OZG,,,,,,74.95,0.00,,,,N,,,,,,,,,,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9441,"[S]Select Size:=800 x 650 mm",,6006OZG,,,,,,77.95,0.00,,,,N,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9442,"[S]Select Size:=900 x 650 mm",,6007OZG,,,,,,82.95,0.00,,,,N,,,,,,,,,,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9443,"[S]Select Size:=1000 x 650 mm",,6008OZG,,,,,,83.95,0.00,,,,N,,,,,,,,,,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9444,"[S]Select Size:=1100 x 650 mm",,6009OZG,,,,,,87.95,0.00,,,,N,,,,,,,,,,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9445,"[S]Select Size:=1200 x 650 mm",,6010OZG,,,,,,62.95,0.00,,,,N,,,,,,,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9446,"[S]Select Size:=1250 x 650 mm",,6011OZG,,,,,,93.95,0.00,,,,N,,,,,,,,,,999995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9447,"[S]Select Size:=1300 x 650 mm",,6012OZG,,,,,,95.95,0.00,,,,N,,,,,,,,,,999997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9448,"[S]Select Size:=1400 x 650 mm",,6013OZG,,,,,,97.95,0.00,,,,N,,,,,,,,,,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9449,"[S]Select Size:=1450 x 650 mm",,6014OZG,,,,,,99.95,0.00,,,,N,,,,,,,,,,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9450,"[S]Select Size:=1500 x 650 mm",,6015OZG,,,,,,102.95,0.00,,,,N,,,,,,,,,,9999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9451,"[S]Select Size:=1600 x 650 mm",,6016OZG,,,,,,104.95,0.00,,,,N,,,,,,,,,,9999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9452,"[S]Select Size:=1700 x 650 mm",,6017OZG,,,,,,109.95,0.00,,,,N,,,,,,,,,,99999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",15252,,,6003OZG,,,,,,[FIXED]64.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15253,,,6004OZG,,,,,,[FIXED]72.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15254,,,6005OZG,,,,,,[FIXED]74.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15255,,,6006OZG,,,,,,[FIXED]77.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15256,,,6007OZG,,,,,,[FIXED]82.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15257,,,6008OZG,,,,,,[FIXED]83.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15258,,,6009OZG,,,,,,[FIXED]87.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15259,,,6010OZG,,,,,,[FIXED]62.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15260,,,6011OZG,,,,,,[FIXED]93.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15261,,,6012OZG,,,,,,[FIXED]95.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15262,,,6013OZG,,,,,,[FIXED]97.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15263,,,6014OZG,,,,,,[FIXED]99.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15264,,,6015OZG,,,,,,[FIXED]102.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15265,,,6016OZG,,,,,,[FIXED]104.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15266,,,6017OZG,,,,,,[FIXED]109.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4110,"ATOM Portable Leisure Solar Panels for Campervan 100w/200w",P,TYN-SOLAR,,ATOM,"ATOM Solar Panels",Right,"<h1 style=""margin-top: 0px;"">ATOM Leisure Solar Panels for Campervan and Motorhomes</h1> <h2 style=""margin-top: 0px;"">100w/200w Portable Caravan Solar Panel</h2> <p style=""margin: 0px;"">The <em>ATOM Solar Panels</em> are perfect for caravans, motorhomes and campervans. These portable solar panels are available in 100w and 200w power options for suit your charging needs. Purchase these long solar panels for complete freedom to recharge your power station remotely. The <em>ATOM TYN Solar Panel</em> is made from durable ETFE material, is scratch and stain resistance, and can perform in all weather conditions, all you need is sunlight. Angle towards the sun for the best solar energy charging.</p> <p style=""margin: 0px;"">&nbsp;</p> <p style=""margin: 0px;"">The best solar panels in the UK! Suitable for your camper roof, outdoor leisure activities and your camping adventures. These solar panels are foldable and have a handheld design, takes up little space when on the road travelling. Really portable and easy to setup, works best on van roof, simply unfold, and charge your outdoor electronic motor home devices. Simply connect directly into your power station, such as the&nbsp;<strong><a href=""https://store-fkhd5nhp.mybigcommerce.com/caravan-campervan-motorhome/atom-camping-power-bank/"">ATOM Boost 12V Portable Camping Power Bank Campervan Charging Station</a></strong>&nbsp;and get the best out of your ATOM products. Ensure you stay connected in the most remote locations and efficiently power all of your devices off the grid!</p> <p style=""margin: 0px;"">&nbsp;</p> <p style=""margin: 0px;""><strong>Outlets include:</strong> 1x USB-C, 2x USB, 1x XT-60, 1x Positive Wire Terminal, 1x Negative Wire Terminal.</p> <p style=""margin: 0px;""><strong>Contents include:</strong> 1x TYN 100w/200w Solar Panel, 1x XT-60 Connection Cable.</p> <h3>Leisure Solar Panel Key Features:</h3> <ul> <li>Integrated rubber handle</li> <li>Suitable for all weather conditions, just needs sunlight!</li> <li>Adjustable angle</li> <li>Made from durable material, resistant to wear and dirt</li> <li>Portable, foldable and compact design</li> <li>Compatible with the ATOM Boost power stations</li> </ul>",169.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 3 - 5 working days",none,0,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits/Rigid Solar Panels and kits;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits/Portable Solar Panels",22771,p/678/TYNCollage__12543.jpg,"ATOM Solar Panels for Leisure Campervan, Caravan, Motorhome, and Outdoors. 100 watt, 200 watt (TYN100, TYN200)",Y,0,22770,a/222/TYN100__79730.jpg,"ATOM Solar Panel Kit 100w UK Camping Outdoor Leisure Camper Van (TYN100, TYN200)",N,1,22790,h/367/TYN100_2__56340.jpg,"Foldable Solar Panel for Camping, Leisure and Travel UK (TYN100, TYN200)",N,2,22769,i/437/TYN200__80667.jpg,"ATOM Portable Solar Panel 200w Powered for Motor Home and Van Roof (TYN100, TYN200)",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATOM, Portable, Leisure, Solar, Panel, Campervan, Camper van, Motorhome, Caravan, Solar Panel Kit, 100w, 200w, Van, Solar Panels UK, Best, UK, Camper, RV, MPPT, for Campervans, Motorhome Kit, RV Campers, Best Caravan Solar Panel Kit, TYN100, TYN200, LN"," ATOM Portable Leisure Solar Panels for Campervan 100 watt 200 watt","ATOM, Portable, Leisure, Solar, Panel, Campervan, Camper van, Motorhome, Caravan, Solar Panel Kit, 100w, 200w, Van, Solar Panels UK, Best, UK, Camper, RV, MPPT, for Campervans, Motorhome Kit, RV Campers, Best Caravan Solar Panel Kit, TYN100, TYN200, LN","Portable solar energy for campervan outdoor travel and leisure. For motorhome and caravan use. Efficient battery charging solar power, best for UK weather.",,,,New,N,N,,N,,,0,"Default Tax Class","TYN100, TYN200",N,/caravan-campervan-motorhome/atom-solar-panels,,,"TYN100, TYN200",,"""Power Output=100W/200W"";""High Light Transmittance=95%"";""Solar Technology=Monocrystalline"";""Dimensions (100w)=L 1150mm x W 595mm x H 4mm"";""Dimensions (200w)=L 2130mm x W 595mm x H 4mm"""
"  SKU",9453,"[S]Select Power Option=100 Watt",,TYN100,,,,,,169.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9454,"[S]Select Power Option=200 Watt",,TYN200,,,,,,289.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",15267,,,TYN100,,,,,,[FIXED]169,,,,,,,,,,,Y,Y,,,,,,,15267_source_1738323329.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15268,,,TYN200,,,,,,[FIXED]289,,,,,,,,,,,Y,Y,,,,,,,15268_source_1738323363.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4111,"Outdoor Revolution Camp Star 500XL 5 Person Poled Family Tent",P,ORFT0020,,"Outdoor Revolution",,Right,"<h1>Outdoor Revolution Camp Star 500XL 5 Person Poled Family Tent</h1> <h2><span class=""citation-0 recitation citation-end-0""><span class=""citation-0 recitation citation-end-0"">A spacious five-berth tent ideal for holidays and weekend trips.</span></span></h2> <div class=""container""><span class=""citation-1 recitation citation-end-1"">The <em>Outdoor Revolution Camp Star 500XL Tent</em>&nbsp;is a spacious 5 person family tent designed for freedom and flexibility when camping.&nbsp;</span><span class=""citation-2 recitation citation-end-2"">The tent has a spacious 5 person bedroom that is luxuriously large for a couple, but can be divided into two sleeping areas using a toggle-in divider. The darkened 'Twilight' fabric ensures the whole family gets a good night's rest, even on bright Summer mornings.&nbsp;</span><span class=""citation-3 recitation citation-end-3"">A generous living area is complemented by a full front porch that can be enclosed for extra space or rolled back for open-air dining.&nbsp;</span><span class=""citation-4 recitation citation-end-4"">Ventilation is maximised by a bedroom ventilation system and Phoenix mesh fly screen panels, while large crystal-clear windows provide natural light with toggle-up internal curtains for privacy.&nbsp;</span><span class=""citation-6 recitation citation-end-6"">The <em>Camp Star 500XL</em>&nbsp;includes colour-coded teal guylines with quick adjusters, an adjustable pegging system, a peg set, footprint and a carry bag.&nbsp;</span><span class=""citation-7 recitation citation-end-7"">Constructed with lightweight 120HDE HEX high-density all-weather fabric and Dura-tech fibreglass poles, it offers a 3000mm hydrostatic head</span></div> <h3>Camp Star 500XL DT Features</h3> <ul> <li>Fibreglass poles.</li> <li>Adjustable pegging system.</li> <li>Zipped side door with mesh bug screen.</li> <li>Colour coded guy lines with quick adjusters.</li> <li>Darkened 5-person bedroom with optional divider.</li> <li>Under-window ventilation with external covers.</li> <li>120HDE HEX high density all weather lightweight fabric.</li> <li>Large clear windows with roll-away, toggle-up privacy curtains.</li> <li>Internal divider panel with zip-back door and mesh window with curtain.</li> <li>Includes tent, footprint, peg set &amp; carry bag.</li> </ul> <h3>Outdoor Revolution Poled Family Tent Specification</h3> <ul> <li><span><strong>Total</strong> <strong>Weight</strong>:&nbsp;</span>23.8kg</li> <li><span><strong>Pack Size</strong>:&nbsp;</span>72cm x 33cm</li> <li><span><strong>Footprint</strong>:</span>&nbsp;600cm x 330cm</li> <li><strong>Hydrostatic</strong> <strong>Head</strong>: 3000mm</li> </ul>",399.00,0.00,0.00,0.00,0.0000,N,"The Outdoor Revolution Camp Star 500XL has a 1 year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Outdoor Revolution Camp Star 500XL is available on a next-day courier.",none,0,0,"Camping;Camping/Tents;Camping/Tents/Family Tents",22774,s/721/ORFT0020-outdoor-revolution-family-tent-camp-star-500xl-dt__86377.jpg,"Outdoor Revolution Poled Family Tent Camp Star 500XL DT (ORFT0020)",Y,0,22775,p/218/ORFT0020_4-outdoor-revolution-family-tent-camp-star-500xl-dt__95719.jpg,"The Camp Star 500XL DT has a side door with a mesh panel for bug-free ventilation.",N,1,22779,r/425/ORFT0020_1-outdoor-revolution-family-tent-camp-star-500xl-dt__30696.jpg,,N,2,22776,v/005/ORFT0020_2-outdoor-revolution-family-tent-camp-star-500xl-dt__27227.jpg,"Camp Star 500XL DT 5 person tent.",N,3,22772,x/602/ORFT0020_3-outdoor-revolution-family-tent-camp-star-500xl-dt__78071.jpg,"Outdoor Revolution Camp Star 500XL DT has a side entrance door for easy access and versatile pitching options.",N,4,22773,k/842/ORFT0020_5-outdoor-revolution-family-tent-camp-star-500xl-dt__96705.jpg,"Outdoor Revolution Camp Star 500XL DT with the porch door closed.",N,5,22778,t/238/ORFT0020_7-outdoor-revolution-family-tent-camp-star-500xl-dt__51902.jpg,"Internal divider has a large door that can be rolled back to extend the living area.",N,6,22780,d/838/ORFT0020_6-outdoor-revolution-family-tent-camp-star-500xl-dt__18582.jpg,"Outdoor Revolution Camp Star 500XL DT has a large porch that can be opened for open-air dining.",N,7,22777,e/949/ORFT0020_8-outdoor-revolution-family-tent-camp-star-500xl-dt__47620.jpg,"Outdoor Revolution Camp Star 500XL DT tent dimensions.",N,8,,,,,,,,,,,,,,,,,,,,,,,,,,"5060542530538, ORFT0020, camp star, outdoor revolution, tent, camping tent, family tent, 5 person, CS","Outdoor Revolution Camp Star 500XL 5 Person Poled Family Tent","ORFT0020, 5060542530538, outdoor revolution, tent, camping tent, family tent, 5 person, CS","Outdoor Revolution Camp Star 500XL poled tent. Spacious 5-person, lightweight, with porch & darkened split bedrooms. Perfect for family camping holidays.",,,,New,N,N,,N,,,0,"Default Tax Class",5.06E+12,N,/camping/tent/family/poled/outdoor-revolution/camp-star-500xl/,,,ORFT0020,,
Product,4112,"Outdoor Revolution Camp Star 600 6 Person Poled Family Tent",P,ORFT0030,,"Outdoor Revolution",,Right,"<h1>Outdoor Revolution Camp Star 600 6 Person Poled Family Tent</h1> <h2><span class=""citation-0 recitation citation-end-0""><span class=""citation-0 recitation citation-end-0"">A spacious six-berth family poled tent&nbsp;</span></span></h2> <p><span class=""citation-0 recitation citation-end-0""><span class=""citation-0 recitation citation-end-0""><span class=""citation-1 recitation citation-end-1"">The&nbsp;<em>Outdoor Revolution Camp Star 600 Tent</em>&nbsp;is a spacious 6 person family tent designed for freedom and flexibility when camping.&nbsp;</span><span class=""citation-2 recitation citation-end-2"">The tent has a spacious 6 person bedroom that is luxuriously large for a couple, but can be divided into three sleeping areas using a toggle-in divider. The darkened 'Twilight' fabric ensures the whole family gets a good night's rest, even on bright Summer mornings.&nbsp;</span><span class=""citation-3 recitation citation-end-3"">A generous living area is complemented by a full front porch that can be enclosed for extra space or rolled back for open-air dining.&nbsp;</span><span class=""citation-4 recitation citation-end-4"">Ventilation is maximised by a bedroom ventilation system and Phoenix mesh fly screen panels, while large crystal-clear windows provide natural light with toggle-up internal curtains for privacy.&nbsp;</span><span class=""citation-6 recitation citation-end-6"">The&nbsp;<em>Camp Star 600</em>&nbsp;includes colour-coded teal guylines with quick adjusters, an adjustable pegging system, a peg set, footprint and a carry bag.&nbsp;</span><span class=""citation-7 recitation citation-end-7"">Constructed with lightweight 120HDE HEX high-density all-weather fabric and Dura-tech fibreglass poles, it offers a 3000mm hydrostatic head.</span></span></span></p> <h3>Camp Star 600 Features</h3> <ul> <li>Enclosed front porch</li> <li>Dura-tech fibreglass poles</li> <li>Adjustable pegging system</li> <li>Hi-Vis teal guy lines with quick adjusters</li> <li>Zip-back side door with mesh bug screen</li> <li>Under window ventilation with external cover</li> <li>Darkened 6-person bedroom with 2/2/2 divider</li> <li>120HDE high density all weather Hex Embossed lightweight fabric</li> <li>Internal living room divider panel with zip back door and mesh window with curtain</li> <li>Includes tent, pegs, footprint &amp; carry bag</li> </ul> <h3>Outdoor Revolution 6 Person Family Tent Specification</h3> <ul> <li><strong>Total</strong> <strong>Weight:</strong> 37.43kg</li> <li><strong>Pack Size:</strong> 87cm x 57cm x 45cm</li> <li><strong>Footprint:</strong> 705cm x 380cm</li> <li><strong>Hydrostatic</strong>&nbsp;<strong>Head:</strong>&nbsp;3000mm</li> </ul>",495.95,0.00,599.00,0.00,0.0000,N,"The Outdoor Revolution Camp Star 600 comes with a 1 year warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Outdoor Revolution Camp Star 600 is available with a next-day courier",none,0,0,"Camping;Camping/Tents;Camping/Tents/Family Tents",22785,x/882/ORFT0030-outdoor-revolution-6-person-poled-family-tent__91305.jpg,"The side door on the Outdoor Revolution Camp Star 600 allows for quick and easy access and versatile pitching",Y,0,22789,e/694/ORFT0030_2-outdoor-revolution-6-person-poled-family-tent__39827.jpg,"Outdoor Revolution 6 Person Poled Family Tent Camp Star 600 (ORFT0030)",N,1,22787,h/378/ORFT0030_1-outdoor-revolution-6-person-poled-family-tent__04632.jpg,,N,2,22782,d/729/ORFT0030_3-outdoor-revolution-6-person-poled-family-tent__04210.jpg,"Outdoor Revolution Camp Star 600 is a large tent suitable for 6 people",N,3,22781,y/623/ORFT0030_7-outdoor-revolution-6-person-poled-family-tent__83508.jpg,"Outdoor Revolution Camp Star 600 has a large and roomy living room",N,4,22784,d/629/ORFT0030_4-outdoor-revolution-6-person-poled-family-tent__65142.jpg,"Outdoor Revolution Camp Star 600 with a fully closed porch",N,5,22786,i/620/ORFT0030_6-outdoor-revolution-6-person-poled-family-tent__43224.jpg,"Outdoor Revolution Camp Star 60 has a spacious porch for open air dining",N,6,22788,k/423/ORFT0030_5-outdoor-revolution-6-person-poled-family-tent__66620.jpg,"Outdoor Revolution Camp Star 600 has a large living area",N,7,22783,r/185/ORFT0030_8-outdoor-revolution-6-person-poled-family-tent__61535.jpg,"Outdoor Revolution Camp Star 600 dimensions.",N,8,,,,,,,,,,,,,,,,,,,,,,,,,,"ORFT0030, 5060542530545, outdoor revolution, camp star, 6 person tent, tent, family tent, CS","Outdoor Revolution Camp Star 600 6 Person Poled Family Tent","ORFT0030, 5060542530545, outdoor revolution, camp star, 6 person tent, tent, family tent, CS","Outdoor Revolution Camp Star 600 is a spacious 6-person family tent. With 3 darkened bedrooms, large living area, porch, & flexible layout. Perfect for family camping holidays.",,,,New,N,N,,N,,,0,"Default Tax Class",5.06E+12,N,/camping/outdoor-revolution-camp-star-600-poled-tent/,,,ORFT0030,,
