"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,2873,"Thule Tepui Autana 3 man RV or Car Rooftop Tent ",P,ThuleAutana3,,Thule,,Right,"<h1 style=""text-align: justify;"">Thule&nbsp;Tepui Autana 3 Car Rooftop Tent&nbsp;</h1> <h2 style=""text-align: justify;"">Travel without limits</h2> <p style=""text-align: justify;"">The <strong>Thule Autana 3 man rooftop tent</strong> lets you travel anywhere your car can take you. With a Thule rooftop tent, you no longer have to worry about finding a stable, dry and safe spot to pitch your tent - there's been one on top of your car, 4x4 or campervan all along.&nbsp;</p> <h2 style=""text-align: justify;"">All-weather comfort</h2> <p style=""text-align: justify;"">The <em>Thule Autana rooftop tent</em> comes equipped with coated 600 denier fabric with a 260g poly-cotton blend, which enables it to withstand the worst of any season. What's more, this fabric is both UV and mould resistant -&nbsp; it's built to last. Mesh panels improve airflow, which helps to reduce condensation and humidity, and four large internal pockets let you store camping accessories and night essentials.</p> <h2 style=""text-align: justify;"">Be ready for any environment</h2> <p style=""text-align: justify;"">Whether you need a reliable pitch in the desert, in the marshes, the urban jungle, or need extra space for the kids in your campervan, Thule's Tepui Autana roof tents give you a reliable, fuss-free way to do it.&nbsp; Included with this roof tent is a extended private canopy entrance with a removable annex, a folding entrance ladder and a high-density foam mattress, all designed to fit perfectly.</p> <h3 style=""text-align: justify;"">Thule Tepui Autana Rooftop Tent Features:</h3> <ul style=""text-align: justify;""> <li>Space to sleep up to three people</li> <li>Includes high density foam mattress</li> <li>Removable annex</li> <li>Four large internal pockets</li> <li>UV and mould resistant fabric with 600 denier 260g poly-cotton</li> </ul> <h3 style=""text-align: justify;"">Accessories:</h3> <ul style=""text-align: justify;""> <li> <p><a title=""Thule Tepui Luxury Mattress"" href=""https://www.jacksonsleisure.com/camping/thule/tepui/luxury-mattress-for-thule-tepui-rooftop-tents/"" target=""_blank"">Luxury Mattress</a></p> </li> <li> <p><a title=""Thule Tepui Anti-condensation Mat"" href=""https://www.jacksonsleisure.com/camping/tents/thule/anti-condensation-mat-for-tepui-rooftop-tents/"" target=""_blank"">Anti-Condensation Mat</a></p> </li> <li> <p>&nbsp;Tepui Boot Bags</p> </li> </ul>",2499.95,0.00,0.00,0.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,N,"Thule Tepui roof tents are sent via a 1-2 day delivery","by product",0,0,"Camping;Camping/Tents;Camping/Tents/Rooftop Tents",17599,o/992/ThuleAutana3__92080.jpg,"Thule Tepui Autana 3 man car rooftop tent",Y,0,12633,s/085/thule-tepui__06023.jpg,"Thule Tepui Autana car roof tent",N,1,12631,a/275/thule-tepui-3__96908.jpg,"Thule Tepui Autana 4x4 rooftop tent",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thule Tepui Autana 3 Car, 4x4 & Camper 3 person Rooftop Tent","thule, tepui, autana, rooftop, tent, rv, car,","High quality car, campervan or 4x4 Thule rooftop tent, includes mattress.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/thule/tepui/autana/3/car/rooftop/tent/,,,,,"""Sleeping Capacity=3 person"";""Dimensions Open (L x W x H):=310 x 143 x 132 cm"";""Dimensions Closed (L x W x H):=122 x 143 x 31 cm"";""Sleeping Footprint:=244 x 142 cm"";""Peak Internal Height:=132 cm"";""Static Weight Capacity:=272 kg"";""Weight=69 kg"";Seasons=All;fbt-product=/camping/thule/tepui/luxury-mattress-for-thule-tepui-rooftop-tents/;fbt-product=/camping/tents/thule/anti-condensation-mat-for-tepui-rooftop-tents/"
Product,2876,"Dometic Spare - Cap for Cassette Toilet Discharge Pipe",P,4499000118,,Dometic,,Right,"<h1>Dometic Spare Cap for Toilet Discharge Pipe</h1> <h2>Spare cap for select Dometic cassette toilets</h2> <p>The Dometic replacement discharge pipe cap is an ideal replacement cassette toilet part for select Dometic units.</p> <h3>Dometic Spare Toilet Cap Fits:</h3> <ul> <li>CT4050</li> <li>CTLP4050</li> <li>CTS4050</li> <li>CTW4050</li> <li>CT4110</li> <li>CTLP4110</li> <li>CTS4110</li> <li>CTW4110</li> </ul> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>Part no.&nbsp;<span>4499000118</span></p> <h3>&nbsp;</h3>",21.95,0.00,0.00,0.00,0.0000,N,,0.0500,0.0000,0.0000,0.0000,Y,Y,"Dometic spares are sent via 2-3 day delivery","by product",0,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Toilet Spares",12665,u/345/dometic-discharge-cap-2__20744.jpg,"Dometic cassette toilet discharge cap",Y,0,12666,a/195/dometic-discharge-cap__36184.jpg,"Dometic spare cap for cassette toilets",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic Spare - Cap for Cassette Toilet Discharge Pipe",,"Genuine Dometic spare toilet discharge cap for select CT4000 cassette toilets. UK retailer. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/spares/dometic/spare-cap-for-cassette-toilet-discharge-pipe/,,,4499000118,,
Product,2877,"Thule Tepui Boot Bag for Rooftop Tents",P,ThuleBootBag,,Thule,"Thule Tepui Boot Bag",Right,"<h1>Thule Tepui Boot Bag for Rooftop Tents</h1> <h2>Keep your tent clean with exterior boot and shoe storage pouches</h2> <p>Thule's boot bags attach elegantly to the top of your step ladder with velcro straps, giving you space to store two pairs of shoes or one pair of mucky boots in each bag. These durable fabric storage pouches also include a front mesh pocket, allowing you to store quick access items with ease and expand your storage space. These bags are available as a single or double.</p> <p>&nbsp;</p>",40.95,0.00,0.00,0.00,0.0000,N,,1.0000,0.0000,0.0000,0.0000,Y,N,,"by product",0,0,"Camping;Camping/Tents;Camping/Tents/Rooftop Tents",17596,m/845/901700_1__76348.jpg,"Thule Tepui boot bag single in grey",Y,0,17595,a/167/901704_1__34068.jpg,"Thule Tepui boot bag single in green",N,1,17597,q/748/901700_2__03208.jpg,"Thule Tepui boot bag double in grey",N,2,17598,r/753/901704_2__60882.jpg,"Thule Tepui boot bag pouch for rooftop tents green double",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"901700, 901704, 901702, 901705, tepui, rooftop tent, boot bag, thule, ","Thule Tepui Boot Bag for Rooftop Tents available as Single or Double","901700, 901704, 901702, 901705, tepui, rooftop tent, boot bag, thule, ","This durable external boot bag fixes with velcro to the outside of your tent, letting you keep mucky boots in these elegant pouches.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/rooftop-tents/rooftop-tent-accessories/thule-tepui-boot-bag-for-rooftop-tents/,,,,,
"  SKU",5995,"[RB]Size=Single,[CS]Color=Haze grey:#a6a6a6",,901700,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5997,"[RB]Size=Single,[CS]Color=Agave green:#5a6756",,901704,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5998,"[RB]Size=Double,[CS]Color=Haze grey:#a6a6a6",,901702,,,,,,71.70,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",6000,"[RB]Size=Double,[CS]Color=Agave green:#5a6756",,901705,,,,,,71.70,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",8982,,,901705,,,,,,[FIXED]71.7,,,,,,,,,,,Y,Y,,,,,,,8982_source_1675079343.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",8984,,,901702,,,,,,[FIXED]71.7,,,,,,,,,,,Y,Y,,,,,,,8984_source_1675079210.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12326,,,901700,,,,,,,,,,,,,,,,,Y,Y,,,,,,,12326_source_1675079200.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12327,,,901704,,,,,,,,,,,,,,,,,Y,Y,,,,,,,12327_source_1675079333.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2878,"Sargent 100w Solar Panel Kit with 15A MPPT Charge Controller & Alloy Fittings",P,SOLAR100KIT,,Sargent,,Right,"<h1>Sargent 100w Solar Panel Kit with 15A MPPT Charge Controller &amp; Alloy Fittings</h1> <h2>Perfect for extending your battery life</h2> <p>Sargent's handy solar panel kit gives you everything you need to install a high efficiency solar panel to your campervan, caravan or motorhome. Alongside the 100 watt monocrystalline solar panel, this kit includes a premium 15A Sargent MPPT charge controller to maximise the output from your solar panel, alloy L fitting feet and screws to fit.&nbsp;</p> <h2>Harness the power of green energy</h2> <p>MPPT charge controllers have increased efficiency over traditional PWM solar charge controllers, offering increased yields and faster battery charging - this is typically a 20-30% improvement. A polyurethane adhesive sealant such as sikaflex, in combination with the included fittings, will give you an ideal installation.</p> <h3>Sargent 100w MPPT Solar Panel Kit Features:</h3> <ul> <li>Large, high efficiency 100w monocrystalline solar panel</li> <li>15A MPPT charge controller to maximise yields</li> <li>Alloy fitting brackets and screws</li> </ul>",299.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sargent solar panels are sent via a next day delivery",none,0,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits/Rigid Solar Panels and kits",12691,z/986/sargent-100w-solar-kit__92046.jpg,"Sargent 100w solar panel kit with fittings and charge controller",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sergeant,sergent","Sargent 100w Solar Panel Kit with 15A MPPT Charge Controller",,"Sargent solar panel kit with high efficiency 100w panel and 15A MPPT charge controller to maximise solar yields. Perfect for campervans and caravans.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/solar-panels/sargent/100w-solar-panel-kit-15a-mppt-charge-controller/,,,SOLAR100KIT,,"""Peak power=100w"";""Open circuit voltage=22.09 V"";""Maximum power current=5.61 A"";""Short circuit current=6.17 A"";""Maximum power voltage=17.82 V"";""Output power tolerance=3%"";""Maximum system voltage=1000 V DC"";""Operating temperature=-46 degrees C to +80 degrees C"";Weight=8.5kg;""Dimensions=1170 x 534 x 35mm"""
Product,2879,"Thule Omnivent Fitting Kit for 40-60mm Roofs",P,308226,,Thule,,Right,"<h1>Thule Omnivent Fitting Kit for 40-60mm Roof</h1> <p>To be bought alongside your Thule Omnivent to ensure you can fit it in your vehicle that has a roof thickness of 40-60mm</p>",14.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights/Standard Rooflight",12695,l/921/308226__24408.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/windows-roof-lights/rooflights/thule-omnivent-fitting-kit-for-40-60mm-roofs/,,,,,
Product,2880,"CBE BTMG LPG Soporific Gas Detector",P,232800,,CBE,,Right,"<h1>CBE BTMG LPG Soporific Gas Detector</h1> <h2>Keep you and your family safe</h2> <p>This CBE gas detector sounds an alarm when soporific - sleep-inducing - gas is detected in your campervan, caravan, motorhome or boat. This brings peace of mind, letting you get a good nights sleep alongside your gas installations - but not too good a sleep!</p> <h2>Essential safety device for campervans</h2> <p>This gas detector is capable of detecting common camping gases such as butane, propane, and their mixtures before they reach dangerous levels. The device has two calibration levels, allowing you to adjust the sensitivity depending on the device's location. A visual (LED) and acoustic (buzzer alarm) trigger alert you to high levels of these gases, keeping you safe from drowsiness, explosions and ill health. The device is supplied with 50cm long power cables and an installation manual, including positioning guidance.</p>",79.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,Y,"#No longer available",none,0,0,"Caravan, Campervan & Motorhome/Gas Fittings & Accessories;Caravan, Campervan & Motorhome/Gas Fittings & Accessories/Vents & Accessories",12711,e/499/cbe-bmtg-lpg-and-soporific-gas-detector-325-p__47424.png,"CBE lpg propane butane gas detector",Y,0,12710,e/742/DETECTOR-of-sleeping-GAS-and-GPL-CBE-BMTG__92466.jpg,"CBE BTMG gas detector soporific 232800",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232800,cbe","CBE BTMG LPG Soporific Gas Detector - Butane/Propane Alarm","232800,cbe","This CBE gas detector sounds an alarm when soporific - sleep-inducing - gases are detected, such as LPG and propane. An essential safety device!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/gas-water-sytems/gas-fittings/cbe-btmg-lpg-soporific-gas-detector/,,,232800,,"""Nominal voltage=12 V"";""Current consumption=50 mA"";""Current consumption (in alarm)=55 mA"";""Operating temperature=0-40 degrees C"";Humidity=0-90%;""Heating time=60 sec."";""Acoustic power (buzzer)=> 85 dB at 1 metre"";""Intervention threshold=<10% sensitivity level"";""Sensor life (lifetime)=10 years"";""Gas detected=LPG (butane, propane and their mixtures) and soporific gases (ether)"";""Dimensions=119 x 60 x 22 mm"""
Product,2881,"Copy of Dometic MoonLight 3 Motorhome Caravan RV Oven Hob and Grill CU433 - original ",P,"Copy of 9103303814",,Dometic,,Right,"<h1>Dometic Smev Moonlight 3 Motorhome RV Oven, Grill and Hob Combination</h1> <p><strong>The Dometic Moonlight 3</strong> caravan motorhome marine oven and hob combination, with its effortless to clean heat resistance safety glass surface and its great design.</p> <p>&nbsp;</p> <p>* - I've changed the original Moonlight page into the Sunlight after we received a delivery of those in error, so I've made this copy of the original in case we revert back to the Moonlight - RD - *</p> <p>&nbsp;</p> <h2>Key Features:</h2> <ul> <li>The <em>Dometic Smev Moonlight 3</em> comes with 3 gas burners.</li> <li>The MoonLight three marine oven also has a safety ignition system making cooking a safer experience in your caravan. motorhome boat or campervan. The electrical ignition uses the campervan battery.</li> <li>Mirror smooth surface in heat resistant safety glass.</li> <li>Burner lid and stainless steel pot attachments.</li> <li>Enameled baking sheet</li> <li>Transparent glass door with lock.&nbsp;</li> <li>Stainless Steel Pot stand.</li> <li>Easy clean&nbsp;surface made from temperature-resistent safety glass.</li> <li>Grill included.</li> <li>Interior oven light.</li> <li>Comes with oven thermostat.</li> <li>Semi-gimbal suspension and oven rack included with each unit.</li> <li>With optional gimbals for marine use.</li> <li>Ideal for boat campervan and motorhome applications</li> </ul> <h2>Technical information:</h2> <ul> <li>Voltage 12v DC (electronic ignition)</li> <li>Number of hob burners 3</li> <li>Oven output 1.2Kw</li> <li>Grill output 1.6 Kw</li> <li>Hob output 1 x 2.2kw, 1 x 1.8Kw, 1 x 1.0kw</li> <li>Oven capacity 30 litres</li> </ul>",499.95,0.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,N,"Dometic MoonLight 3 is sent via next working day delivery","by product",0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome;Marine",12712,c/014/Moonlight3_open__25832.jpg,"Dometic Smev CU433 RV cooker and hob",Y,0,12713,k/759/Moonlight3.2__57293.jpg,"Dometic Moonlight 3 oven, grill and 3 burner hob",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"marine oven hob grill moonlight 3 dometic campervan motorhome caravan ","Dometic Moonlight Three Caravan Motorhome RV Marine Oven Hob Grill.","Dometic, Cooker, Grill, Caravan, Oven, Burner Hob, Marine, Motorhome,","The Dometic caravan marine motorhome oven with a grill and 3 burner hob. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/kitchen-equipment/copy-of-dometic-moonlight-3-motorhome-caravan-rv-oven-hob-and-grill-cu433/,,,9103303814,,"""Dimensions (HxWxD)=463 x 445 x 474mm"";""Weight approx=21.0 kg"";""Capacity=30 Litres"";""Voltage=12V DC"";""Oven output=1.2 kW"";""Grill output=1.6 kW"";""Gas supply pressure=30 mbar"";""More Information=Call us on 0151 334 0222"""
Product,2882,"Thetford Spare - Microswitch for C2 C3 Cassette Toilets - 20107",P,20107,,Thetford,,Right,"<h1>Thetford Spare - SC23 Switch for Cassette Toilets</h1> <h3>Replacement part for camping toilets in caravans, campervans, motorhomes and boats</h3> <p>Genuine spare Thetford microswitch for C2 and C3 cassette toilets.</p> <h3>Thetford C2/C3 switch install guide:</h3> <p><a title=""Thetford C2/C3 Switch Install Guide"" href=""https://www.jacksonsleisure.com/content/pdf/thetford/spares/C2-C3-C4-Repair-Instructions-20107.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Thetford C2/C3 Switch Install Guide"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""download-manual.jpg"" width=""202"" height=""73"" /></a></p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>Part no.&nbsp;20107</p> <p>&nbsp;</p> <p><em><strong><span style=""color: #ff0000;"">*THIS PART IS NOW OBSOLETE AND WILL NOT BE RESTOCKED*</span></strong></em></p>",17.95,0.00,0.00,0.00,0.0000,N,"Thetford spare parts such as this cassette toilet switch come with a one year warranty.",0.1000,0.0000,0.0000,0.0000,N,Y,"Thetford camping toilet spares are sent via a next day delivery","by product",0,0,"Spares;Spares/Thetford Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C234 Toilet Spares",23150,e/776/20107__70857.jpg,"Thetford Spare - Microswitch for C2 C3 Cassette Toilets - 20107",Y,0,12718,j/578/thetford-20107__46795.png,"Thetford SC23 switch spare 20107 ",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"switch, microswitch, thetford, toilet, c2, c3, sc23","Thetford Spare - Microswitch for C2 C3 Cassette Toilets - 20107","switch, microswitch, thetford, toilet, c2, c3, sc23,20107,cassette","Genuine Thetford spare switch for cassette toilets. Suitable for C2 and C3 camping toilets in campervans, caravans and motorhomes. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/spares/thetford/spare-microswitch-for-c2-c3-cassette-toilets/,,,20107,,
Product,2883,"Thetford Spare - Cassette Toilet Electric Valve - 23709",P,23709,,Thetford,,Right,"<h1>Thetford Spares - Cassette Toilet Electric Valve</h1> <h2>Spare valve part for select Thetford camping toilets</h2> <p>This genuine Thetford spare part is part of the flush operation in select Thetford toilets.&nbsp;</p> <p>This part is suitable for the following campervan, caravan, motorhome and boat toilets:&nbsp;C3, C200S/CS, C403 L, C250S, C250CS, C263S, C263CS</p> <h3>Thetford Spare Electric Valve Fitting Instructions:</h3> <p><a title=""Thetford Electric Valve Instructions"" href=""https://www.jacksonsleisure.com/content/pdf/thetford/spares/C200-Repair-Instructions-23709.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Spare Valve Installation Guide"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""download-manual.jpg"" width=""202"" height=""73"" /></a></p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>Part no.&nbsp;23709</p> <p>&nbsp;</p>",44.95,0.00,0.00,0.00,0.0000,N,"Thetford spares, such as this toilet valve, come with a one year warranty.",0.1000,0.0000,0.0000,0.0000,Y,Y,"Thetford cassette toilet valve spares are sent via a 2-3 day delivery","by product",12,0,"Spares;Spares/Thetford Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C200 Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C250 Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C260 Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C400 Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C234 Toilet Spares",22980,z/740/23709__93238.jpg,"Thetford spare cassette toilet electric valve part",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"valve, part, spare,","Thetford Spare - Cassette Toilet Electric Valve - 23709","23709,valve,toilet,spare,thetford,part","This spare electric valve facilitates the flush function in select cassette toilets, including the C250, C263, C200 and C403. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/spares/thetford/spares-cassette-toilet-electric-valve/,,,23709,,
Product,2884,"Thetford Spare - C200 Cassette Toilet Blade Handle - 2371374",P,2371374,,Thetford,,Right,"<h1>Thetford Spare - C200 Blade Handle - 2371374</h1> <h3>Replacement part for C200 cassette toilets in campervans, caravans, motorhomes and boats</h3> <p>This genuine Thetford spare part is a replacement for the lever which opens the cassette blade.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>part no.&nbsp; 2371374</p>",23.95,0.00,0.00,0.00,0.0000,N,"Thetford spares, such as this cassette blade handle, come with a one year warranty.",0.0200,0.0000,0.0000,0.0000,Y,Y,"Thetford spare blade handles are sent on a 2-3 day delivery",none,1,0,"Spares;Spares/Thetford Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C200 Toilet Spares",23129,p/881/2371374__76736.jpg,"C200 Cassette Toilet Blade Handle - 2371374",Y,0,23131,a/579/2371374_1__43539.jpg,,N,1,23130,k/464/2371374_2__90641.jpg,,N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"spare, lever, blade, cassette","Thetford Spare - C200 Blade Handle - 2371374",,"This spare handle opens the blade on the cassette of a C200 toilet - the part which separates your waste from your toilet bowl. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/spares/thetford/spare-c200-blade-handle-2371374/,,,2371374,,
Product,2885,"Thetford Spare - C200 Cassette Toilet Level Indicator LED - 23718",P,23718,,Thetford,,Right,"<h1>Thetford Spare - C200 Level Indicator LED -&nbsp;23718</h1> <h2>Replacement part for cassette toilets in campervans, caravans, motorhomes and boats</h2> <p>This genuine spare level indicator LED is suitable for C200 cassette camping toilets.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>part no.&nbsp;23718</p>",7.95,0.00,0.00,0.00,0.0000,N,"Thetford spares, such as this C200 level indicator LED, come with a one year warranty.",0.0200,0.0000,0.0000,0.0000,Y,Y,"Thetford level indicator LEDs are sent via a 2-3 day delivery","by product",5,0,"Spares;Spares/Thetford Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C200 Toilet Spares",12721,a/861/s-l1600_1__26589.jpg,"Thetford spare level indicator LED for cassette toilets ",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"level, led, light, indicator, water level, 23718 ","Thetford Spare - C200 Level Indicator LED - 23718","23718 ,thetford,spare,part,toilet,cassette,LED,indicator,level","Replacement level indicator LED and cables for C200 cassette toilets. Ideal spare for campervans and caravans. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/spares/thetford/spare-c200-level-indicator-led/,,,23718,,
