"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Product Image ID - 28","Product Image File - 28","Product Image Description - 28","Product Image Is Thumbnail - 28","Product Image Sort - 28","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",5129,"[CS]Select Colour=Gray Granite:#6b778c",,640-209-58124,,,,,,,0.00,,,,N,,,,,,,,,,2147483647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5130,"[CS]Select Colour=Sandstone:#ad8a62",,640-209-58123,,,,,,,0.00,,,,N,,,,,,,,,,2147483647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7262,,,640-209-58124,,,,,,,,,,,,,,,,,Y,Y,,,,,,,7262_source_1581954524.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7264,,,640-209-58123,,,,,,,,,,,,,,,,,Y,Y,,,,,,,7264_source_1581954562.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,753,"PAL Portable Disabled Swimming Pool Hoist Accessories & Spares",P,,,"S R Smith",,Right,"<h1>PAL Portable Disabled Swimming Pool Lift Hoist Accessories &amp; Spares</h1> <p style=""text-align: justify;"">We have a wide selection of accessories and spares available for the PAL Portable Disabled Swimming Pool Lift Hoist. To make your order simply use the drop down menu at the top of the page to choose items from the Pal Swimming Pool Lift Hoist Accessories &amp; Spares list for checkout.</p> <p style=""text-align: justify;"">The full list of replacement spares and accessories for boosting comfort, convenience and usability of your Disabled Swimming Pool Lift Hoist is in the table below. Should there be any spares or accessories that you require for the PAL Portable Disabled Swimming Pool Lift Hoist which isn't listed on this page, then please still feel free to fill out the contact form below the picture explaining the part or parts you require and we will get back to you as soon as possible.</p> <p><img class=""__mce_add_custom__"" title=""PAL Hoist Spare Parts"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/pal-parts-79166.1573555922.1280.1280.jpg"" alt=""PAL Hoist Parts"" width=""650"" height=""787"" /></p> <script type=""text/javascript"" src=""https://apps.elfsight.com/p/platform.js"" defer=""defer""></script> <div class=""elfsight-app-446e28be-5d56-4afb-b0a4-09a856b22c21"">&nbsp;</div>",45.00,0.00,0.00,0.00,0.0000,N,,33.0000,0.0000,0.0000,0.0000,N,Y,,none,0,0,"Swimming Pool;Swimming Pool/Poolside Equipment/Accessibility Lifts",2305,q/516/pal_spares_indx__56562.jpg,,Y,0,10481,c/445/pal-parts__79166.1573555922.1280.1280__08405.jpg,,N,1,2302,p/839/stability_vest__14858.jpg,"PAL Portable Disabled Swimming Pool Hoist Acessories",N,2,2304,v/682/pal_cover__97753.jpg,"PAL Portable Disabled Swimming Pool Hoist Spares",N,3,2306,q/826/seat_pad__35054.jpg,,N,4,2307,p/976/arm_rests_cropped_contrast__56908.jpg,,N,5,2308,l/642/seat_saver_cover__48121.jpg,,N,6,2309,g/112/spineboard_pal__85524.jpg,,N,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pal, disabled, swimming pool, hoist, lift, spares, accessories","PAL Portable Disabled Swimming Pool Lift Hoist Acessories & Spares","pal, portable, disabled, swimming pool, hoist, lift, accessories, spares","A wide selection of Spares & Accessories for the PAL Portable Disabled Swimming Pool Lift Hoist available with a speedy delivery from Jacksons Leisure Supplies.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/pal-portable-disabled-swimming-pool-hoist-accessories-spares/,,,,,
Product,754,"Splash Disabled Swimming Pool Hoists Lift Accessories & Spares",P,,,"S R Smith","Splash Acc & Spares",Right,"<p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <h2>Splash Disabled Swimming Pool Hoists Lift Accessories &amp; Spares</h2> <h3><span style=""text-decoration: underline; color: #ff0000;""><strong>No Longer Available</strong></span></h3> <p>We&rsquo;ve got a wide variety of useful accessories and spares available for the Splash Disabled Swimming Pool Lift Hoist. Please use the drop down menu at the top of the page to choose from the list of Splash Disabled Pool Hoist Spares and Accessories prior to checkout.</p> <p>Below you&rsquo;ll find the full list of Splash Disabled Swimming Pool Accessories and Spares, designed to provide improved levels of comfort, usability and convenience for your swimming pool lift. Should there be any other spares or accessories for the Splash Disabled Pool Hoist which you require which aren&rsquo;t listed on this page then please feel free to ask us about it on <strong>0151 334 0222</strong> and we&rsquo;ll happily look into sourcing them for you!</p>",55.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,Y,#Unavailable,none,0,0,"Swimming Pool;Swimming Pool/Poolside Equipment/Accessibility Lifts",2317,v/902/splash_spares__23687.jpg,"Splash Disabled Swimming Pool Hoists Lift Accessories",Y,0,2310,d/391/arm_rests_cropped_contrast__69341.jpg,,N,1,2311,y/339/caddy_035447__22455.jpg,,N,2,2312,j/294/seat_pad__47232.jpg,,N,3,2313,q/210/spineboard_pal__02650.jpg,,N,4,2315,b/202/stability_vest__95311.jpg,,N,5,2314,e/019/splash_mast_and_seat__11545.jpg,,N,6,2316,g/081/splash_deck_cover__52741.jpg,"Splash Disabled Swimming Pool Hoists Lift Spares",N,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"splash, disabled, swimming pool, hoist, lift, spares, accessories","Splash Disabled Swimming Pool Hoists Lift Accessories & Spares","splash, portable, disabled, swimming pool, hoist, lift, accessories, spares","Spares & Accessories for the Splash Disabled Swimming Pool Hoists Lift providing comfortable & convenient access which is also easy to use.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/splash-disabled-swimming-pool-hoists-lift-accessories-spares/,,,,,
Product,755,"Relax Shock Chlorine Swimming Pool Chemical",P,,,Relax,"Relax Shock Chlorine",Right,"<h2>Swimming Pool Shock Chlorine Granules</h2> <p>These swimming pool granules are a highly concentrated formula of chlorine, which is used to <em>shock</em> your pool into rejuvenating the water that has turned green due to a build up of algae. The Chlorine works by breaking down the bacteria and rendering them harmless to humans.</p> <p>The Shock Chlorine Granules will restore your pool water back to full health, clarity and cleanliness.</p> <p><span style=""color: #ff0000;""><strong>Please note:</strong></span> Only ever add chlorine to your swimming pool in accordance to the directions of the manufacturer (found on the label).</p> <p><em>Relax Shock Chlorine Granules are available in 1 kg, 2 kg and 5 kg packs.</em></p> <p>&nbsp;</p>",13.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,,"by option",0,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Chemicals",2319,w/319/relax_shock_5kg__59512.jpg,"Relax 2kg Shock Chlorine Swimming Pool Chemical",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shock, chlorine, swimming pool, chemicals, cleaning, granules, relax","Relax Swimming Pool Shock Chlorine Granules UK","2kg, 1kg, 5kg, swimming, pool, shock, chlorine, graunles, UK, cleaning, chemicals, relax","Swimming Pool Shock Chlorine Granules for efficient pool water restoration, available now with Next Working Day Delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/relax/shock-chlorine/swimming-pool/chemical/,,,,,
"  SKU",5266,[RT]Size=1kg,,RCH020,,,,,,13.95,5.50,,,,N,,999,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5267,[RT]Size=2kg,,RCH021,,,,,,19.95,9.90,,,,N,,999,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5268,[RT]Size=5kg,,RCH024.,,,,,,34.95,21.37,,,,N,,0.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7475,,,RCH020,,,,,,[FIXED]13.95,,,,,,,[FIXED]999,,,,Y,Y,,,,,,,7475_source_1588672611.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7476,,,RCH021,,,,,,[FIXED]19.95,,,,,,,[FIXED]999,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7477,,,RCH024.,,,,,,[FIXED]34.95,,,,,,,[FIXED]0.1,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,756,"Relax 200g Large Swimming Pool Chlorine Tablets",P,R200GL,,Relax,"Chlorine Tablets",Right,"<h1 class=""MsoNormal""><span style=""color: black;""><span style=""color: black; text-decoration: none; text-underline: none;"">Relax 200g Large Swimming Pool Chlorine Tablets</span></span></h1> <p class=""MsoNormal""><span style=""color: black;"">Large and slow dissolving these chlorine tablets can be either placed in the skimmer or used in a floating dispenser and provide constant chlorination for your swimming pool water for up to 5 days.</span><span style=""color: black;"">&nbsp;</span></p> <p class=""MsoNormal""><span style=""color: black;"">Relax 200g Large Swimming Pool Chlorine Tablets are available in two different sized tubs (2kg and 5kg). Please use the drop down menu at the top of the page to mark your preference prior to checkout. </span></p> <p class=""MsoNormal""><span style=""color: black;"">&nbsp;</span></p>",26.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"This item is unavailable until further notice!","by product",0,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Chemicals",2321,n/471/200g_chlorine__74042.jpg,"Relax 200g Large Swimming Pool Chlorine Tablets 2 & 5kg",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relax, 200g, swimming pool, chlorine, 2kg, 5kg, tablets","Relax 200g Large Swimming Pool Chlorine Tablets 2 & 5kg","relax, 200g, large, swimming pool, chlorine, tablets, 2kg, 5kg","Available in either 2kg or 5kg tubs the Relax 200g Large Chlorine Tablets provide swimming pool water chlorination for up to 5 days. Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/relax-200g-large-swimming-pool-chlorine-tablets/,,,,,
"  SKU",1538,[RB]Size=2kg,,RCH006,,,,,,24.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1673,[RB]Size=5kg,,RCH007,,,,,,39.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7715,,,RCH007,,,,,,[FIXED]39.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7716,,,RCH006,,,,,,[FIXED]24.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,757,"Relax 20g Small Swimming Pool Chlorine Tablets",P,R20GS,,Relax,"Chlorine Tablets",Right,"<h1 class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto;""><span style=""color: black;"">Relax 20g Small Swimming Pool Chlorine Tablets</span></h1> <p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto;""><span style=""color: black;"">The small and slow dissolving Relax 20g Small Swimming Pool Chlorine Tablets can either be used in a skimmer or a floating dispenser to provide up to 5 days worth of constant chlorination to your pool water!</span></p> <p class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto;""><span style=""color: black;"">Relax 20g Large Swimming Pool Chlorine Tablets are available in two different sized tubs (2kg and 5kg). Please use the drop down menu at the top of the page to mark your preference prior to checkout. </span></p>",24.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock & sent on a next working day carrier!","by option",0,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Chemicals",2322,h/961/20g_chlorine__96137.jpg,"Relax 20g Small Swimming Pool Chlorine Tablets 2 & 5kg",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relax, 20g, swimming pool, chlorine, 2kg, 5kg, tablets","Relax 20g Small Swimming Pool Chlorine Tablets 2 & 5kg","relax, 20g, small, swimming pool, chlorine, tablets, 2kg, 5kg","Available in either 2kg or 5kg tubs the Relax 20g Large Chlorine Tablets provide swimming pool water chlorination for up to 5 days with Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/relax-20g-small-swimming-pool-chlorine-tablets/,,,,,
"  SKU",1540,[RB]Size=2kg,,RCH010,,,,,,19.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1541,[RB]Size=5kg,,RCH011,,,,,,42.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10084,,,RCH010,,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14070,,,RCH011,,,,,,[FIXED]42.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,758,"Relax Multi-Function Swimming Pool Chlorine Tablets",P,,,Relax,"Multi-Function Tablets",Right,"<h1 class=""MsoNormal"">Relax 2kg Multi-Function Swimming Pool Chlorine Tablets</h1> <p class=""MsoNormal"">Enjoy a money saving 3-in-1 swimming pool sanitation solution with Relax 2kg Multi-Function Swimming Pool Chlorine Tablets which contain slow dissolving chlorine, algicide and clarifier to work together in fighting three core threats to healthy swimming pool water.</p> <h3 class=""MsoNormal"">Relax 2kg Multi-Function Swimming Pool Chlorine Tablets feature:</h3> <ul> <li>Rapid dissolving chlorine to destroy bacteria</li> <li>Algicide to prevent green water (algal growth)</li> <li>Clarifier to maintain crystal clear swimming pool water</li> <li>Stabiliser to protect against potential chlorine loss due to sunlight</li> </ul>",22.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock & sent on a next working day carrier!","by option",0,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Chemicals",2323,y/627/multi_pool__23081.jpg,"Relax Multi-Function Swimming Pool Chlorine Tablets",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relax, multi, function, swimming pool, tablets, chlorine","Relax Multi-Function Swimming Pool Chlorine Tablets","relax, multi function, swimming pool, chlorine, tablets","Relax 2kg Multi-Function 3-in-1 Chlorine Tablets contain algicide, clarifier and stabilised chlorine for a cost effective, triple sanitation solution to keep your swimming pool healthy, fresh & clear!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/relax-multi-function-swimming-pool-chlorine-tablets/,,,,,
"  SKU",1132,[RB]Size=2kg,,RCH015,,,,,,24.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1133,[RB]Size=5kg,,RCH016,,,,,,32.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10083,,,RCH015,,,,,,[FIXED]24.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10085,,,RCH016,,,,,,[FIXED]32.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
