"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,4411,"Outdoor Revolution Screenhouse 6 Camping Shelter",P,ORSH0006,,"Outdoor Revolution",,Right,"<h1>Outdoor Revolution Screenhouse 6 Camping Shelter</h1> <h2>6 Panel Pop Up Camping Gazebo</h2> <p>The Outdoor Revolution Camping Gazebo and Utility Shelter provides protection against the weather and can be pitched in thanks to its innovative fibreglass pop up system. Designed as an ideal day shelter for breathability and comfort, with built-in mesh side panels to allow constant airflow while keeping the bugs out. Featuring a quick erect fibreglass pop-up system to allow you to set up in seconds! Crafted out of high quality 240HD high density all weather fabric combined with a hydrostatic head rating of 4000mm, this camping gazebo ensures you stay dry and protected from all weather. Additional weather protection features including corner storm strap anchor points, detachable guylines with quick adjusters, and ground anchor webbing for secure setup and stability during extreme weather including harsh winds.</p> <p>This pop up day shelter is not only ideal for camping trips with the family but also for caravan holidays, campervan &amp; motorhome adventures, beach days out, fishing trips and days out in the garden. Suitable for use for cooking, relaxing, storage, dining and shelter. Perfect for your next adventure in the sun!</p> <h3>Screenhouse Key Features</h3> <ul> <li>Ideal for fishing, camping &amp; more!</li> <li>Waterproof and weatherproof</li> <li>Quick erect fibreglass pole popup system</li> <li>Breathable phoenix mesh side panels</li> <li>PE mudwall to base</li> <li>Detachable guylines with quick adjusters</li> <li>Corner storm strap anchor points</li> <li>Fully zip back front doors</li> <li>Kador strip with 6mmm piping for windbreak attachment</li> <li>Ground anchor webbing secure guying system</li> <li>Adjustable webbing pegging system</li> <li>Peg set, guy lines and carry bag included</li> </ul>",184.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,12,0,"Camping;Camping/Tents/Camping Shelters",25213,p/962/ORSH0006_1__67776.jpg,"Outdoor Revolution Screenhouse 6 Camping Shelter (ORSH0006)",Y,0,25215,u/204/ORSH0006_3__91887.jpg,"Camping Gazebo for Camping, Caravan, Motorhome, Campervan",N,1,25212,c/976/ORSH0006__13526.jpg,"Outdoor Revolution Screenhouse 6 dimensions",N,2,25210,u/354/ORSH0006_2__30999.jpg,"Pop Up Camping Shelter with Flyscreen",N,3,25214,o/135/ORSH0006_4__26726.jpg,"Waterproof Weatherproof Camping Shelter Gazebo ORSH0006",N,4,25211,n/942/ORSH0006_5__77174.jpg,,N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Outdoor Revolution, Outdoor Revolution Screenhouse, Outdoor Revolution Screenhouse 6, Screenhouse 6, Camping Screenhouse, Camping Shelter, Day Shelter, Fishing Shelter, Garden Shelter, Camping Canopy, Camping Gazebo, cheap gazebo with side panels, pop up day shelter, day shelter fishing, ORSH0006","Outdoor Revolution Screenhouse 6 Camping Gazebo","Outdoor Revolution, Outdoor Revolution Screenhouse, Outdoor Revolution Screenhouse 6, Screenhouse 6, Camping Screenhouse, Camping Shelter, Day Shelter, Fishing Shelter, Garden Shelter, Camping Canopy, Camping Gazebo, cheap gazebo with side panels, pop up day shelter, day shelter fishing, ORSH0006","The Outdoor Revolution Screenhouse 6 is a camping shelter gazebo that is ideal for days out and camping trips. Suitable for caravan campervan motorhome holidays and trips to the beach",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/outdoor-revolution-screenhouse-6-camping-shelter/,,,ORSH0006,,"""Material=240HD high density all weather fabric"";""Waterproof Rating=4000mm HH"";Weight=15.4kg;""Pack Size=184cm x 20cm x 20cm"";""Footprint=300cm x 300cm"""
Product,4412,"Outdoor Revolution Oxygen Pro 3 Panel Windbreak",P,,,"Outdoor Revolution","Outdoor Revolution Oxygen Windbreak",Right,"<h1>Outdoor Revolution Oxygen Pro 3 Panel Windbreak</h1> <h2>Inflatable Camping Windscreen</h2> <p>The <em>Outdoor Revolution Oxygen Pro 3 Panel Windbreak</em> is an inflatable windbreak used for camping and windy days outdoors. This premium five metre, three-panelled inflatable windscreen has been designed specifically for caravan, campervan owners and avid campers! Designed to deflect wind for up to five metres, crafted with aesthetics in mind to complement the style of your camping setup. With a modular design to extend the windbreak to suit your needs. Featuring high density all weather fabric, crystal clear windows and an intuitive inflation system, this camping windbreak is perfect for your family tent, drive-away awning or your caravan awning.</p> <p>The Oxygen Pro 3 windbreak is fully expandable, with the optional single panel extension to extend your windbreak infinitely to whatever size is required. Simply connect together using the included plastic figure of 8 strip. There is no limit to the number of panels that can be added to your windbreak! Each section is flexibly hinged, allowing you to angle individual panels to suit your needs.</p> <h3>Inflatable Windbreak Key Features</h3> <ul> <li>600HDE high density all weather premium fabric</li> <li>Easy inflation Oxygen Air Frame with DSV valve inflation system</li> <li>PVC crystal clear windows on each panel</li> <li>Flexible hinged system</li> <li>Kader strip to both ends for attaching to a vertical awning rail or adding an extra accessory extension panel</li> <li>Elastic bungee peg down points</li> <li>Reflective guy lines for visibility</li> <li>Included pegs, air pump and carry bag</li> </ul>",175.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,40,0,Camping;Camping/Accessories;Camping/Accessories/Windbreakers,25218,v/411/ORWB4010_2__45641.jpg,"Outdoor Revolution Oxygen Pro 3 Panel Windbreak",Y,0,25219,n/949/ORWB4010_3__79721.jpg,,N,1,25216,r/757/ORWB4010_1__92447.jpg,,N,2,25217,m/926/ORWB4010__66300.jpg,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Outdoor Revolution, Oxygen Pro, Inflatable Windbreak, Air Windbreak, Long Windbreak, Beach Windbreak, Windbreaker, Windbreak, Camping Windbreak, Motorhome Windbreak, Campervan Windbreak, Caravan Windbreak, ORWB4010, ORWB4015, 5060542057394, 5060542057400, 0000101471112, 0000101471129","Outdoor Revolution Oxygen Pro 3 Inflatable Windbreak","Outdoor Revolution, Oxygen Pro, Inflatable Windbreak, Air Windbreak, Long Windbreak, Beach Windbreak, Windbreaker, Windbreak, Camping Windbreak, Motorhome Windbreak, Campervan Windbreak, Caravan Windbreak, ORWB4010, ORWB4015, 5060542057394, 5060542057400, 0000101471112, 0000101471129","Outdoor Revolution 3 Panel Windbreak for campervan, caravan, motorhome awnings and camping tents. Extendable windbreaker shelter perfect for beach and windy days",,,,New,N,N,,N,,,0,"Default Tax Class","5060542057394, 5060542057400",N,/camping/outdoor-revolution/oxygen-pro/3-panel/windbreak/,,"5060542057394, 5060542057400","ORWB4010, ORWB4015",,"""Dimensions=L 500cm x H 140cm"";""Dimensions (Single Panel)=L 166cm x H 140cm"";""Kader Piping=6mm"";Weight=9.3kg;""Weight (Single Panel)=3.54kg"";""Pitching Time=15min"""
"  SKU",10408,"[S]Select Option=Oxygen Pro 3 Windbreak",,ORWB4010,,,,,,175.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10409,"[S]Select Option=Oxygen Pro 3 Windbreak + Single Panel Extension",,ORWB4010+ORWB4015,,,,,,229.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10410,"[S]Select Option=Single Panel Extension ONLY",,ORWB4015,,,,,,64.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16573,,,ORWB4010,,,,,,[FIXED]175.95,,,,,,,,,,,Y,Y,,,,,,,16573_source_1756385038.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16574,,,ORWB4010+ORWB4015,,,,,,[FIXED]229.95,,,,,,,,,,,Y,Y,,,,,,,16574_source_1756385050.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16575,,,ORWB4015,,,,,,[FIXED]64.95,,,,,,,,,,,Y,Y,,,,,,,16575_source_1756385062.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4413,"Truma  Aventa Comfort Gen 2 Air Conditioning Unit",P,44092-,,Truma,"Truma Aventa Diffuser",Right,"<h1>Truma Aventa Comfort 2nd Generation Air Conditioning Unit for Campervan, Caravan and Motorhome</h1> <h2>Lightweight Performance Cooling Unit</h2> <p>The Truma Aventa Comfort Gen 2 Air Conditioning Unit is a new and improved model from Truma, even lighter and quieter! Available in a white or black unit, with a stone grey or cappuccino cream air distributer, this caravan air con unit ensures top performance and a long lifespan. With a cooling capacity of 2500W, ensuring you stay cool even on the hottest of days. This lightweight campervan air con is an ideal choice for those seeking high value and ease of use. The Truma motorhome home air con unit is suitable for vehicles with a length of 7.5m or more, including your motorhome, campervan or caravan.</p> <p>Thanks to its night mode, the 2nd Generation Aventa Comfort is very quiet and makes very little noise, allowing you to sleep through the night on hot days. Featuring an adjustable compressor fan that reduces noise, you'll be able to sleep soundly. Also featuring an integrated heat pump that has a heating output of 2000W. Allowing you to enjoy your campervan or motorhome even in the colder seasons! Designed for functionality and aesthetics to give you the perfect climate all year round.</p> <h3>Aventa Comfort 2nd Gen Key Features</h3> <ul> <li>2nd generation technology</li> <li>Efficient cooling even in hot weather</li> <li>Quiet operation</li> <li>Heating through integrated heat pump</li> <li>Easily controlled with included Bluetooth remote control, via an iNet X panel, the iNet X app or via a new CP Plus</li> <li>Suitable to integrate&nbsp; into almost all vehicle configurations</li> <li>Most suited to vehicles with a length of 7 meters or more</li> </ul>",1849.00,0.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,3,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners;Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners;Caravan, Campervan & Motorhome",25956,y/310/44092-truma-aventa-comfort-gen-2-air-conditioning-unit__37333.jpg,"Truma Aventa Comfort Air Conditioner Generation 2",Y,0,25177,d/219/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-4__68901.jpg,,N,1,25174,t/435/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-3__77268.jpg,"Truma Comfort Aventa Air Conditioning Unit Gen 2",N,2,25173,j/137/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-5__49235.jpg,"Diffuser for Truma Aventa Comfort Air Con",N,3,25175,q/880/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-2__57410.jpg,"Choose Between Stone Grey and Cappuccino Cream Diffuser for Air Conditioning",N,4,25176,f/085/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-1__04768.jpg,"Bluetooth Remote Control for Full Control Over Air Conditioning Unit",N,5,25171,b/837/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-Dimensions-Interior-458x458__05908.jpg,"Truma Air Con Dimensions",N,6,25172,c/047/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-Dimensions-458x458__46665.jpg,"Dimensions for Air Con Aventa Comfort",N,7,,,,,,,,,,,,,,,,,,,,,"Truma, Truma Air Con, Truma Air Conditioner, Air Con, Air Conditioner, Air Cooler, Truma Aventa, Truma Aventa Gen 2, Truma Aventa 2nd Generation, Caravan Air Con, Campervan Air Con, Motorhome Air Con, Van Air Con, 44092-11-CM, 44092-11-GM, 44092-12-CM, 44092-12-GM","Truma Aventa Lightweight Campervan Air Con 2nd Generation","Truma, Truma Air Con, Truma Air Conditioner, Air Con, Air Conditioner, Air Cooler, Truma Aventa, Truma Aventa Gen 2, Truma Aventa 2nd Generation, Caravan Air Con, Campervan Air Con, Motorhome Air Con, Van Air Con, 44092-11-CM, 44092-11-GM, 44092-12-CM, 44092-12-GM","The Truma Aventa Air Conditioner Gen 2 is the new and improved air cooling unit. Suitable for campervans caravans and motorhomes during summer or winter",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/truma-aventa-comfort-gen-2-air-conditioning-unit/,,,,,"""Voltage=230V - 240V. 50Hz"";""Cooling Power=2500W"";""Cooling Mode Power Consumption=4.9A"";""Heating Power=2000W"";""Heating Mode Power Consumption=4.2A"";""External Unit Dimensions=L 1008mm x W 665mm x H 243mm"";""Air Distributor Dimensions=L 550mm x W 497mm x H 45mm"";Weight=28.7kg"
"  SKU",10396,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa",,44092-11-CM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10397,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa",,44092-11-GM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10398,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa",,44092-12-CM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10399,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa",,44092-12-GM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16554,,,44092-11-CM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16554_source_1762265678.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16556,,,44092-11-GM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16556_source_1762265688.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16558,,,44092-12-CM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16558_source_1762265698.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16559,,,44092-12-GM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16559_source_1762265708.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16560,"[S]Select Model=Truma Aventa PLUS",,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4414,"Truma Aventa Compact Caravan Air Conditioning Unit Gen 2",P,44301-,,Truma,"Truma Aventa Diffuser",Right,"<h1>Truma Aventa Compact 2nd Generation Air Conditioner</h1> <h2>Compact Air Cooling Unit for Caravan, Motorhome and Campervan</h2> <p>The Truma Aventa Compact Gen 2 Air Conditioner Unit for campervans, caravans and motorhomes. The all new specification 2nd generation Aventa unit ensures efficient cooling and optimal performance thanks to its 1700W of cooling power, or upgrade to the Aventa Compact Plus with 2200W of cooling power. With quiet operation thanks to its adjustable compressor and fan, ensuring that vibrations and noises are reduced to a minimum. Available in various colours, supplied as a black or white unit, with the choice of stone grey or cappuccino cream air distributors to suit the colour scheme of your van.</p> <p>Also featuring an integrated heating pump, the Aventa Compact outputs 1200W of heating power, and the Compact Plus model can output 1500W of heating power, enabling you to enjoy your campervan, caravan or motorhome during the colder months. Thanks to the heating capabilities of this compact air conditioning unit, you can enjoy the outdoors all year round. An advanced feature of the Aventa air con system is its low starting current. Allowing it to be operated at campsites with lower electrical protection without any problems and without causing overloading.&nbsp;</p> <p>This campervan air conditioning unit is super lightweight, making it ideal for installations and travel without weighing down the weight of your mobile van. Thanks to its small dimensions, the 2nd generation Aventa Compact and Aventa Compact Plus is perfect for van conversions and retrofitting. Featuring full control capabilities via included Bluetooth remote control. Enabling you to easily adjust the temperature of your van from the push of a button.&nbsp;Need to sleep? The super quiet Night Mode setting ensures a silent nights sleep. No more noisy fans, use night mode to sleep peacefully at night at the cool temperature you desire.</p> <h3>Aventa Compact &amp; Compact Plus Key Features</h3> <ul> <li>New 2nd generation technology</li> <li>Silent operation</li> <li>Compact size</li> <li>Heating features</li> <li>Efficient cooling in your whole caravan</li> <li>Included Bluetooth remote control for easy adjustment of temperature</li> <li>Suitable to integrate into almost all vehicle configurations</li> <li>Recommended for vehicles between 6 to 7 Metres</li> </ul> <div style=""overflow-x: auto; width: 100%; margin: 0 auto;""> <table class=""table table-striped"" style=""width: 68%; height: 10%; padding: 0px; border-spacing: 0px;"" align=""center""> <tbody> <tr> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Truma Aventa Air Con Gen 2</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Compact</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Compact Plus</strong></td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Cooling Power</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1700W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2200W</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Cooling Mode Consumption Power</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">3.3A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">5A</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Heating Mode</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1200W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1500W</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Heating Mode Consumption Power</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1.55A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.1A</td> </tr> </tbody> </table> </div>",1595.00,0.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,2,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners;Caravan, Campervan & Motorhome/Heaters and Air Conditioners/Air Conditioners;Caravan, Campervan & Motorhome",26004,s/224/Aventa_Compact_2nd_Gen-var-image__04057.jpg,"Truma Aventa Compact Caravan Air Conditioning Unit Gen 2 (44301-)",Y,0,25189,g/680/truma-airconditioning-systems-aventa-compact-white-2gen-01-2400x2400-1__59948.jpg,"Truma Aventa Compact 2nd Generation Air Conditioning Unit ",N,1,25186,o/094/truma-airconditioning-systems-aventa-compact-back-2gen-01-2400x2400-1__33086.jpg,"High Cooling Capacity Aventa Compact Plus",N,2,25184,v/721/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-1__98293.jpg,"Bluetooth Remote Control Temperature Controller",N,3,25185,l/969/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-5__18082.jpg,"Air Distributer for Air Conditioning Unit Truma Aventa Compact and Compact Plus",N,4,25187,i/557/Truma-Aventa-COMFORT-Gen2-Air-Conditioning-For-Caravans-Motorhomes-2__97786.jpg,"Available in Stone Grey and Cappuccino Cream Colour Air Distributer for Conditioning Unit",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Truma, Truma Air Con, Truma Air Conditioner, Compact Air Conditioner, Compact Air Con, Aventa Compact Plus, Aventa Compact, Silent Air Con, Caravan Air con, Campervan Air Con, Motorhome Air Con, 44201-11-CM, 44201-11-GM, 44201-12-CM, 44201-12-GM, 44301-11-CM, 44301-11-GM, 44301-12-CM, 44301-12-GM","Truma Aventa Compact & Compact Plus Lightweight Campervan Air Con 2nd Generation","Truma, Truma Air Con, Truma Air Conditioner, Compact Air Conditioner, Compact Air Con, Aventa Compact Plus, Aventa Compact, Silent Air Con, Caravan Air con, Campervan Air Con, Motorhome Air Con, 44201-11-CM, 44201-11-GM, 44201-12-CM, 44201-12-GM, 44301-11-CM, 44301-11-GM, 44301-12-CM, 44301-12-GM","The Truma Aventa Air Conditioning Unit Gen 2 with high cooling capacity Compact and Compact Plus. Silent operation and night mode air con for campervans and caravans",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/truma-aventa-compact-caravan-air-conditioning-unit-gen-2/,,,,,"""Voltage=230V - 240V. 50 Hz"";""External Unit Dimensions=L 786mm x W 577mm x H 245mm"";""Air Distributor Dimensions=L 550mm x W 497mm x H 45mm"";Weight=24.2kg"
"  SKU",10400,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa",,44201-11-CM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10401,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa",,44201-11-GM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10402,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa",,44201-12-CM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10403,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa",,44201-12-GM,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10404,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa PLUS",,44301-11-CM,,,,,,1749.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10405,"[CS]Outer Unit Colour=White:#e6e6e6,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa PLUS",,44301-11-GM,,,,,,1749.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10406,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Cream:#f0dbb4,[S]Select Model=Truma Aventa PLUS",,44301-12-CM,,,,,,1749.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10407,"[CS]Outer Unit Colour=Black:#000000,[CS]Diffuser Colour=Grey:#999999,[S]Select Model=Truma Aventa PLUS",,44301-12-GM,,,,,,1749.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",16565,,,44201-11-CM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16565_source_1762527218.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16566,,,44201-11-GM,,,,,,,,,,,,,,,,,Y,Y,,,,,,,16566_source_1762527227.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
