"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  Rule",7300,,,QSA-D55-2,,,,,,[FIXED]1199,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2566,"Truma Caravan or Motorhome 230V Mains Outlet in White",P,47300-51,,Truma,,Right,"<h1>Truma 230V Mains Outlet in White</h1> <p>This genuine Truma part includes 1 x mains outlet with 230 volt 3 pin socket and housing. It is fitted externally and allows you to plug in 230 volt appliances straight to the box. The Truma 230V mains outlet is suitable for caravans, motorhomes and campervans.</p> <ul> <li>Colour: White</li> <li>For 230V appliances</li> <li>External fit</li> <li>The inside of the lid has a foam black seal</li> <li>Includes four fixing screws</li> <li>Truma part number: 47300-51</li> </ul>",51.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Truma 230V Mains Outlet in white is available via next day delivery",none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome",11115,u/397/truma_mains_outlet__65753.jpg,"Truma Mains Outlet 230V ",Y,0,11109,r/593/truma_mains_outlet__13030.jpg,"Truma 230v Mains Outlet for Caravan or Motorhome",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"truma mains outlet, truma outlet, 230v outlet, mains outlet ","Truma 230V Mains Outlet in White ","truma, mains outlet, electric, 230v outlet, truma outlet","The Truma 230v Mains Outlet is fitted externally to your caravan, campervan or motorhome allowing you to connect any 230v appliances straight to the box. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/truma/caravan/motorhome/230v/mains/outlet/,,,47300-51,,
Product,2567,"Iconica 1000W 12v Hybrid Pure Sine Wave Inverter 50 Amp PWM Solar Charge Controller 20 Amp Mains Battery Charger",P,IC-BP1000-12,,,,Right,"<h1>Iconica 1000W 12v Hybrid Pure Sine Wave Inverter 50 Amp Solar Charge Controller 20 Amp Mains Battery Charger</h1> <h2>Overview</h2> <p>The&nbsp;<strong>Iconica 1000W 12V Hybrid Inverter</strong>&nbsp;intelligently combines the functions of a 1000W pure sine wave inverter,&nbsp;50 amp PWM solar charge controller and a 20A smart battery charger in one single portable unit.</p> <p>The IC-BP1000-12 accepts input from up to 600 watts of&nbsp;solar panels,&nbsp;mains power,&nbsp;generator&nbsp;and a Leisure&nbsp;battery<strong>&nbsp;-&nbsp;</strong>either from a single or combination of input sources.</p> <p>In addition to its&nbsp;unique hybrid capability, this innovative inverter features advanced communication functions, along with a menu full of highly customisable settings.</p> <h2>Primary Functions</h2> <p><strong>1. 1000W&nbsp;12V Pure sine wave&nbsp;inverter:</strong>&nbsp;</p> <p>This feature converts 12v DC current into 230V AC mains electricity,&nbsp;to run various household appliances such as a TV, laptop,&nbsp;lighting, fans etc.</p> <p>The Iconica&nbsp;IC-BP1000-12 is able to generate 1000VA of continuous power&nbsp;with a strong peak power handling&nbsp;capability of&nbsp;up to 2000VA (to start appliances with electric motors).</p> <p>This&nbsp;inverter is a&nbsp;<em>pure sine wave</em>&nbsp;type,&nbsp;which easily surpasses modified sine wave inverters in terms of efficiency and compatibility with a wider range of appliances.</p> <p><strong>2. Inbuilt 50A PWM Solar Charge:&nbsp;</strong></p> <p>This Feature is a high efficiencyPWM controller which regulates the&nbsp;input from the&nbsp;solar panels to the batteries or to load</p> <p>The Iconica&nbsp;IC-BP1000-12 has a full range of&nbsp;safety functions including protection against overcharging of batteries, overheating of system, reverse current etc.</p> <p>The MPPT controller operates at up to&nbsp;<strong>98% efficiency&nbsp;</strong>to extract the maximum possible power from the solar array.</p> <p><strong>3. Enhanced 20A Smart battery charger:&nbsp;</strong></p> <p>This Feature is designed to enable safe and efficient unattended charging of a&nbsp;battery from a mains power source or generator, with full overcharge protection and multiple charging stages.</p> <h2>Additional Smart Features</h2> <p>The Iconica 1000W 12V hybrid inverter boasts many unique features, providing enhanced functionality over standard inverters.</p> <p>These include:</p> <p><strong>Output source priority:&nbsp;</strong>This intelligent feature allows the user to set output source preferences(solar/ battery power/ mains input or a generator) for the AC load output of the inverter. This menu includes several options for varying conditions and scenarios, e.g. which source of energy is given priority for the AC output if solar power is insufficient/ if battery voltage is too low/ if mains is unavailable, etc.</p> <p><strong>Battery charging priority:</strong>&nbsp;A wide selection of battery charging priority options are available. For instance, the user can choose to charge the battery using solar power only/ using a combination of solar power and mains power/ from mains power only etc.</p> <p><strong>A range of highly customisable settings:</strong>&nbsp;The parameters for this&nbsp;inverter can be personalised to an exceptionally specific degree via the&nbsp;user-friendly interface. At the touch of a button, the user can&nbsp;customise parameters such as the AC input range, battery type, max charging current, specific high/low voltage disconnect points (and preferred charging source upon reconnection), the duration and voltage of each charging stage,&nbsp;auto-restart options, power saving mode, overload&nbsp;bypass,&nbsp;battery equalization stage characteristics and so on. There&nbsp;are also&nbsp;options&nbsp;for managing&nbsp;operational features such as&nbsp;the audible alarm and backlight settings.&nbsp;</p> <p><strong>Illuminated LCD screen:</strong>&nbsp;Displays vital statistics which are&nbsp;easily changeable by use of the up/down keys. This information includes: status and mode, input/output voltage, frequency, battery voltage, load power and percentages, charge and discharge current etc.</p> <p><strong>Advanced communication options:</strong>&nbsp;The inverter is supplied with a PC connection cable and PC software&nbsp;for convenient viewing of important system information, such as: &nbsp;solar/ battery/ AC voltage, charging current, battery capacity&nbsp;etc. Detailed data logs are also available to view and export to PDF/ Excel formats. This inverter also has the potential to send data to an&nbsp;online user porta<strong>l&nbsp;</strong>using a Wi-Fi&nbsp;or 4g Connection Kit&nbsp;(purchased separately).</p> <p>By connecting via either of these two methods, the user will unlock access to exclusive features such as SMS / email status updates for the inverter, remote system monitoring from any location and much more.</p> <p><strong>Auto restart function:&nbsp;</strong>When overload or overheating occurs, the inverter will disconnect the load appliances, and automatically reconnect once safe conditions are detected. The inbuilt fan is helps to maintain an optimal operational temperature.</p> <p><strong>Intelligent cooling design</strong>: The IC-BP1000-12 inverter uses predictive fan logic based on performance and temperature (1 or 2 fans operating at a time, with variable speeds) to prevent over-heating&nbsp;of the components.&nbsp;</p> <h2>Compatibility</h2> <p>The Iconica&nbsp;IC-BP1000-12 hybrid inverter charger is suitable for 12V&nbsp;flooded&nbsp;and&nbsp;sealed&nbsp;GEL/AGM<strong>&nbsp;</strong>lead-acid batteries with pre-defined charging programs. A&nbsp;user-defined&nbsp;battery type with numerous customisable settings&nbsp;is also available for charging other lead acid batteries.</p> <h2>Iconica IC-BM1000 Specifications</h2> <ul> <li>Nominal battery voltage: 12V</li> <li>PWM operating voltage range: 15V &ndash; 80V</li> <li>Maximum mains AC charging current: 20A</li> <li>Peak efficiency: 93%</li> <li>Output waveform: Pure sine wave</li> <li>Maximum solar input power: 500W</li> <li>Surge power: 2000VA</li> <li>Maximum solar charging current: 50A</li> <li>Continuous power output: 1000W / 1000VA</li> <li>Supplied with:&nbsp;1.5m AC power cable with 3-pin UK plug,&nbsp;PC connection cable, and PC Software</li> </ul> <h2>Dimensions</h2> <ul> <li>320mm x 225mm x 88mm</li> <li>Weight 5kg</li> </ul> <p>Download WATCHPOWER software&nbsp;<a title=""Iconica Watchpower Software Download Page"" href=""https://watchpower.software.informer.com/"" target=""_blank"">HERE</a></p> <p>&nbsp;</p> <p style=""text-align: center;""><a href=""https://www.jacksonsleisure.com/content/pdf/Iconica%20BM1000%20Software.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Iconica Watchpower Software User Manual"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""Iconica Watchpower Software User Manual"" width=""202"" height=""73"" /></a><a href=""https://www.jacksonsleisure.com/content/pdf/Iconica_IC-BP1000-Manual.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Iconica Watchpower User Manual"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""Iconica Watchpower User Manual"" width=""202"" height=""73"" /></a></p>",229.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.4900,0.0000,0.0000,0.0000,Y,N,Discontinued,"by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/Chargers & Inverters;Caravan, Campervan & Motorhome/Solar/Solar Controllers;Caravan, Campervan & Motorhome/Electrical/Chargers & Inverters/Mains Chargers;Caravan, Campervan & Motorhome/Electrical/Chargers & Inverters/Inverters",11120,k/927/IC-BP1000-122__12875.png,"Iconica IC-BP1000-12 Campervan Inverter Charger",Y,0,11122,q/938/IC-BP1000-12__28303.png,"Iconica IC-BP1000-12 Motorhome Inverter Charger",N,1,11121,n/554/IC-BP1000-13__45381.png,"Iconica IC-BP1000-12 Caravan Inverter Charger",N,2,11123,u/325/Hybrid__08793.JPG,"Campervan Hybrid Power System Iconica Branding",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inverter, Charger, PWM, Solar controller, Charge Controller, ","Iconica 1000 Watt Inverter, Charger And 50A PWM Charge Controller For Campervan (IC-BM1000)","Inverter, Charger, PWM, Solar controller, Charge Controller, ","The Iconica IC-BP-1000-12 is An Inverter Charger PWM Solar Controller",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/iconica-1000w-12v-hybrid-pure-sine-wave-inverter-50-amp-pwm-solar-charge-controller-20-amp-mains-battery-charger/,,,,,
Product,2568,"Rangemaster Wi-Fi Range Extender Kit for Campervan Campervan Motorhome",P,"RANGEMASTER KIT",,,,Right,"<h1>Rangemaster Wi-Fi Range Extender Kit for Campervan Campervan Motorhome</h1> <h2 style=""text-align: justify;"">Overview</h2> <p style=""text-align: justify;"">The RangeMaster Campervan Router package includes WiFi King long-range wireless outdoor antenna and a high power router. This Router package allows you to share the boosted WiFi signal with any devices nearby that support WiFi from your campervan, motorhome or caravan.</p> <p style=""text-align: justify;"">The RangeMaster Router is designed to give you a better signal over a long distance compared to standard, store-bought Wi-Fi products as the WiFi King antenna is spefically designed for Campervan use. As well as this, it comes complete with a waterpoof antenna, suction mount and shielded 5M cable to protect against any power loss. The WiFi King allows connection to an&nbsp;802.11n wireless network at up to 150 Mbps in the 2.4GHz frequency.&nbsp;</p> <p style=""text-align: justify;"">Your new boosted WiFi signal can be shared between any device that supports WiFi including Windows, Apple, Linux PCs, iPhones, iPads, Android phones and tablets, Windows Phone and Blackberries.</p> <p style=""text-align: justify;"">The Rangemaster Wi-Fi kit is easily fastened to your campervan, motorhome or caravan using the high power suction mount that comes included. The router also comes with a 12 volt cigarette lighter power&nbsp;lead, 240 volt mains adapter, a 12v merit type and a 12V Clipsal type power lead included.</p> <h2 style=""text-align: justify;"">Key Features:</h2> <ul> <li><span>Works with any device that has WiFi</span></li> <li><span>2.4GHz frequency band</span></li> <li><span><span>Works with 802.11b/g/n networks</span></span></li> <li><span>Supports wireless data encryption with 64/128-bit WEP, WPA, WPA2, TKIP and AES functions.</span></li> <li><span><span>Works with 802.11b/g/n networks</span></span></li> <li><span>5 metre cable</span></li> <li><span><span>Light weight and easy to mount</span></span></li> <li><span>Omnidirectional antenna</span></li> <li><span><span>Supports&nbsp;high speed data rate up to 150Mbps</span></span></li> <li><span>Range up to 5 Km in ideal conditions</span></li> <li><span><span>High power WiFi router</span></span></li> <li><span>Outdoor long range waterproof antenna</span></li> </ul> <h2><span>Kit Includes:</span></h2> <ul> <li><span><span>WiFi King Waterproof USB Adapter</span></span></li> <li><span><span>WiFi King Waterpoof Antenna</span></span></li> <li><span>5 Metre shielded USB cable</span></li> <li><span><span>RangeMaster Router</span></span></li> <li><span>Suction mounting bracket</span></li> <li><span><span>12V cigarette lighter power lead</span></span></li> <li><span>Mains adapter</span></li> <li><span><span>Instructions</span></span></li> </ul>",225.00,0.00,0.00,0.00,0.0000,N,"12 Months",0.0000,0.0000,0.0000,0.0000,Y,N,"3-5 days from order",none,0,0,"Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi;Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Satellite Systems;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Satellite Systems/Automatic",11125,y/597/Rangemaster_kit__86795.JPG,"Rangemaster Campervan Wi fi Extender",Y,0,11124,v/035/Rangemaster_fitted__59659.JPG,"Rangemaster Wi fi Extender Fitted to Caravan",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wi fi Extender, Rangemaster, Campervan Wi fi, Motorhome Wi Fi, Internet, ","Rangemaster Wi-Fi Range Extender Kit For Campervan Campervan Motorhome","Wi fi Extender, Rangemaster, Campervan Wi fi, Motorhome Wi Fi, Internet, ","The Rangemaster Campervan Wi Fi Extender Caravan Motorhome",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/rangemaster-wi-fi-range-extender-kit-for-campervan-campervan-motorhome/,,,"RANGEMASTER KIT",,
Product,2569,"Pyranha Venture Prospector 155 Corelite Canoe Whitewater Explorer Spec ",P,,,Venture,"Prospector corelight 115 colours",Right,"<h1 style=""text-align: justify;"">Venture Prospector 155 Canoe Whitewater Explorer Spec in Corelite</h1> <h3 style=""text-align: justify;""><span style=""color: #ff0000;"">Venture Canoes are special order for collection only. Lead time approx. 4-6 weeks</span></h3> <h3 style=""text-align: justify;"">Traditional Canadian Canoe</h3> <ul style=""text-align: justify;""> <li>A traditional style canoe without compromise</li> <li>Overnight trips and wilderness expeditions</li> <li>Familiar performance and impressive load capacity</li> <li>Whitewater Spec</li> </ul> <p style=""text-align: justify;"">The Venture Prospector is a traditional style canoe that excels on wilderness expeditions and whitewater trips, making it popular with enthusiasts and outdoor centres across the globe.<br /><br />The historic Prospector designs that this model is based upon were true workhorses, and the Venture Prospector shares their ability to maintain supreme edging performance for pleasingly smooth turns on both moving and flat water, even when fully loaded.<span style=""color: #ff0000;""><br /></span></p> <p style=""text-align: justify;"">Kayaks and canoes are available for collection only.</p> <p style=""text-align: justify;""><strong>Whitewater Canoe Explorer Spec:</strong></p> <ul style=""text-align: justify;""> <li>Oiled wood web seats - durable and attractive.</li> <li>Deep dish yoke - fitted balanced, oiled to match the seats and shaped for comfortable shoulder carrying. The yoke also increases overall rigidity of the boat.</li> <li>Rope end grabs, rescue attachment points for whitewater use.</li> <li>Wooden carry handles. comfortable and matched to the overall wooden fittings for a great look</li> <li>Durable, moulded end decks - integrated, ergonomically shaped handle for comfortable carrying.</li> <li>Heavy duty alloy seat hangars - Can be reversed for an angled kneeling seat.</li> <li>Tough vinyl gunwales.</li> <li>Bow and stern lacing to secure air bags and attach gear.</li> <li>factor fitted air bags for maximum flotation and minimum weight.</li> <li>Kneeling Thwart.</li> </ul> <p style=""text-align: justify;""><br /><strong>Corelite Construction:</strong><br />Triple layer, polyethylene foam sandwich material for a great stiffness to weight ratio with tried and tested durability.</p> <p style=""text-align: justify;""><strong>Dimensions:</strong></p> <ul style=""text-align: justify;""> <li>Length: 464cm</li> <li>Width: 91cm</li> <li>Depth: 36cm</li> <li>Rocker: moderate</li> <li>Weight: 36kg</li> <li>Max load capacity: 370kg</li> </ul> <p><strong>Colours Available:</strong></p> <ul> <li>Olive Green</li> <li>Aqua Blue</li> <li>Dark Green</li> <li>Fuego Orange</li> </ul>",1920.00,0.00,0.00,0.00,0.0000,N,,0.0000,91.0000,0.0000,36.0000,Y,N,"# Venture Prospector Explorer is Special Order. Call for Details",none,0,0,"Kayaks\/SUPS;Kayaks\/SUPS/Canoes",11126,i/759/prospector-155-whitwater-explorer__26668.jpg,"Venture Prospector 155 Canadian Canoe Whitewater Explorer Spec",Y,0,11127,f/417/pospector_55_explorer_upgrade__97861.jpg,"Pyranha Venture Prospector 155 Canoe Explorer in Corelite",N,1,11129,a/159/prospector155_Blue_Whitewater_Spec__54791.jpg,"Venture Prospector Traditional Canoe",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanture, Canoe, Prospector, Prospector 155, Canadian Canoe, Traditioanl Canoe, Whitewater Canoe, Wirral, Liverpool, Chester","Pyranha Venture Prospector 155 Canoe Whitewater Explorer Spec","Traditional canoe, Canadian canoe, Pyranha Canoe, Prospector, Venture, Canoe, 155, Corelite, TriLite, Explorer, Whitewater,","Venture Canoes Prospector 155 has a classic canoe design that is popular with whitewater paddlers and tourers alike, both solo and tandem. The Prospector Explorer spec is suitable for whitewater use.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/venture/canoe/prospector/155/whitewater/explorer/,,,,,
"  SKU",7481,"[CS]Colour=Burnt Orange:#e33900",,CN0202521281,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7482,"[CS]Colour=Olive Green:#81bd7d",,CN0202521291,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7483,"[CS]Colour=Dark Green:#135e13",,CN0202521151,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7484,"[CS]Colour=Aqua Blue:#40b1e6",,CN0202521121,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,2570,"Reich Easy 14 Litre Submersible Water Pump for Caravan or Motorhome",P,QQ055003,,Reich,,Right,"<h1>Reich and Bohler Easy 14 Litre Submersible Water Pump</h1> <h2><strong>Reich Water Pump for Campervan, Motorhome or Caravan</strong></h2> <p><em><strong>The Reich Easy 14 Litre pump</strong></em> featues a 12 volt submersible pump with an output of 14 litres of water per minute, making it the perfect solution to any water supply issues in your caravan, campervan or motorhome.</p> <p>Reich 14 Litre pump is especially powerful as well as having enhanced durability due to special high-tech sealing. This pump has a patented vent which speeds up delivery once submerged in water. The Reich Easy Water Pump is quiet when in use and has housing material made to be resistant to any dirt, making it even easier to clean when necessary!</p> <p><strong>Product Details:</strong></p> <ul> <li>14 Litre per minute output</li> <li>Voltage: 12v</li> <li>Pressure: 0.5m bar</li> <li>Diameter: 44mm</li> <li>Current consumption: 10-18w</li> <li>Weight: 0.155 Kg</li> </ul>",14.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"Reich Easy 14L Water Pump is available via 2-3 working days delivery",none,0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing",11130,j/193/easy_14_litre_pump__16995.jpg,"Reich Easy 14 Litre Water Pump ",Y,0,11133,g/008/reich_easy_pump__60125.jpg,"Reich 14 Litre Submersible Pump for Campervan, Caravan and Motorhome",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reich Water Pump, Water Pump, Submersible Pump,","Reich Easy 14 Litre Submersible Water Pump ","reich, easy pump, 14 litre pump, submersible, water pump, campervan, motorhome, QQ055003, 513-0214SK2, RK24","The Reich Easy 14 litre water pump featues a 12 volt submersible pump. It the perfect solution to any water supply in your caravan or motorhome.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/reich/submersible/water-pump/campervan/motorhome/,,,QQ055003,,
Product,2571,"Truma Swivel Air Outlet Vent SCW-2 - Spare for Caravan Motorhome Heater",P,39971-01,,Truma,,Right,"<h1>Truma Swivel Air Outlet Vent SCW-2</h1> <h2>Truma Spare for Caravan and Motorhome Heaters</h2> <p>This Truma Swivel Air Outlet is a swivelling non closeable outlet vent. This spare part suits the Truma E2400 caravan and motorhome gas heaters or any other heater with 65mm, 72mm or 80mm ducting.</p> <p><strong>Specifications for the <em>Truma Swivel Air Outlet</em> spare part:</strong></p> <ul> <li>Non-closable outlet</li> <li>Weight: 130 grams</li> <li>Suits Ducting with 65, 72 or 80mm</li> <li>Dimensions: 28 cm x 13 cm x 4 cm</li> <li>Genuine Truma part</li> <li>Part Number: 39971-01</li> </ul> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",23.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Truma Swivel Air Outlet is available via 2-3 working days","by product",0,0,"Caravan, Campervan & Motorhome/Heaters and Air Conditioners;Caravan, Campervan & Motorhome;Spares",11137,b/281/swivel_air_outlet_spare__53423.jpg,"Truma Swivel Air Outlet for caravan or motorhomes heaters",Y,0,11136,p/614/truma_swivel_air_outlet__87267.jpg,"Truma Swivel Air Outlet 39971-01",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Truma spare, Truma air outlet, Air outlet, Air vent, Truma vent","Truma Swivel Air Outlet SCW-2 for Caravan Motorhome Heaters","truma, air outlet, swivel outlet, air vent, heater vent, truma part, truma spares, ","This genuine Truma Swivel Air Outlet SCW-2 spare part is a swivelling non-closeable outlet for your Truma 2400 caravan or Motorhome Gas Heater. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/truma/air-outlet/vent/heater/,,,39971-01,,
