"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  Rule",12670,,,TP4502-GB,,,,,,[FIXED]309.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12671,,,TP4501-BK-GB,,,,,,[FIXED]315.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12672,,,TP4502-BK-GB,,,,,,[FIXED]329.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12673,,,TP4501-BK,,,,,,[FIXED]259.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12674,,,TP4502-BK,,,,,,[FIXED]269.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12675,,,TP4501,,,,,,[FIXED]239.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12676,,,TP4502,,,,,,[FIXED]249.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16686,,,TP4501-GB,,,,,,[FIXED]295.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16687,,,TP4502-GB,,,,,,[FIXED]309.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16688,,,TP4501-BK-GB,,,,,,[FIXED]315.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16689,,,TP4502-BK-GB,,,,,,[FIXED]329.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16690,,,TP4501-BK,,,,,,[FIXED]259.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16691,,,TP4502-BK,,,,,,[FIXED]269.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16692,,,TP4501,,,,,,[FIXED]239.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",16693,,,TP4502,,,,,,[FIXED]249.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1933,"Thule Residence G3 Caravan, Campervan and Motorhome Awning Privacy Room for 6300",P,ResidenceG3-6300,,Thule,"Thule G3 Combination Options",Right,"<h1>Thule Residence G3 Awning for Thule Omnistor 6300</h1> <h2>Privacy Room for Omnistor 6300</h2> <p style=""text-align: justify;"">The <em>Thule Residence G3</em> is a perfect addition to your Thule <em>Omnistor 6300</em> awning - turning your canopy awning into a high quality usable privacy room couldn't be easier with the Residence G3 turning any Omnistor canopy into a light and spacious living space.</p> <p style=""text-align: justify;"">Due to Thule's thoughtful design the Residence G3 is versatile and easy to mount. With front and side panels sliding into the rail of your <em>Thule Omnistor</em> awning and combined with a zip to create the perfect seal to your awning, the side panel clamp into place ensuring an excellent roof seal.&nbsp;Further size and part information for the Thule Residence G3 Awning is available within the below user manual.</p> <h3 style=""text-align: justify;"">Residence G3 Features:</h3> <ul style=""text-align: justify;""> <li>Perfect roof sealing due to clamping</li> <li>High stability due to diagonal support between mast profile and clamping profile</li> <li>Seal off space between vehicle wall and the side using adjustable mast profile</li> <li>Large windows let in light</li> <li>Front panel has integrated doors on each end</li> <li>Perfect air circulation due to aeration on both sides. Two side windows also have mosquito mesh</li> <li>Side and front can be rolled upwards for easy entrance</li> <li>Add accessories in the optional rail at the front of the tent</li> <li>Made of high quality PVC fabric</li> <li>Wind slip included to seal off the bottom of your vehicle</li> </ul> <h3>Thule Omnistor Residence G3 Dimensions:</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""Thule Residence G3 Dimension "" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/moved-0861738d38c113da33783c89c6418e7f.jpeg"" alt=""Thule Omnistor Residence G3 Dimension "" width=""562"" height=""165"" /></p> <div style=""overflow-x: auto; width: 100%; margin: 0 auto;""> <table class=""table table-striped"" style=""width: 68%; height: 10%; padding: 0px; border-spacing: 0px;"" align=""center""> <tbody> <tr> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Model</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Mounting Height (A)</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Awning Incline (H)</strong></td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Small</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.15m-2.29m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">30cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Medium</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.30m-2.44m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">45cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">Large</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.45m-2.59m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">60cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">X Large</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.60m-2.74m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">75cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">XX Large</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.75m-2.89m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">75cm</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">XXX Large</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">2.90m-3.10m</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">90cm</td> </tr> </tbody> </table> </div> <h3>Downloads:</h3> <table border=""0""> <tbody> <tr> <td style=""text-align: center;""><a title=""Thule Residence G3"" href=""https://www.jacksonsleisure.com/content/pdf/thule/Thule%20Residence%20G3%20Awning.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""Thule Omnistor Residence G3 Canopy Awning Tent"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""Thule Omnistor Residence G3 Canopy Awning Tent"" width=""202"" height=""73"" /></a></td> </tr> <tr> <td style=""text-align: center;"">&nbsp;Thule Residence G3 Manual</td> </tr> </tbody> </table> <!-- <h3>Thule Residence Downloadable Content</h3> <ul> <li><a title=""Residence G3 5200"" href=""https://www.jacksonsleisure.com/content/pdf/thule/Manual_Thule_Residence_G3_5200.pdf"" target=""_blank"">Thule Residence G3 for Omnistor 5200</a></li> <li><a title=""Thule Residence G3 8000"" href=""https://www.jacksonsleisure.com/content/pdf/thule/Manual_Thule_Residence_G3_8000.pdf"" target=""_blank"">Thule Residence G3 for Omnistor 8000</a></li> <li><a title=""Thule Residence G3 6200_6900"" href=""https://www.jacksonsleisure.com/content/pdf/thule/Manual_Thule_Residence_G3_6200-6900.pdf"" target=""_blank"">Thule Residence G3 for Omnistor 6200 &amp; 6900</a></li> <li><a title=""Thule Residence G3 9200"" href=""https://www.jacksonsleisure.com/content/pdf/thule/Manual_Thule_Residence_G3_9200.pdf"">Thule Residence G3 for Omnistor 9200</a></li> </ul>-->",1559.95,0.00,0.00,0.00,0.0000,N,,5.0000,0.0000,0.0000,0.0000,Y,Y,"#SPECIAL ORDER - typical 1 week lead time (may be longer)",none,0,0,"Caravan, Campervan & Motorhome;Awnings ;Awnings /Privacy Rooms & Panels/Thule Privacy Rooms Blockers & Side Panels;Awnings /Wind Out Awnings/Thule Awnings/Thule Residence Rooms & Panels",7652,b/378/Thule_LS_Tents_Residence_G3__42223.jpg,"Thule Residence G3 Motorhome Awning",Y,0,7631,q/555/Residance_Lifestyle_G3__25613.jpg,"Thule Residence G3 Omnistor Campervan Awning",N,1,7653,a/153/Thule_LS_Tents_Residence_G3_Caravan__58896.jpg,"Thule Residence G3 Omnistor Caravan Awning",N,2,7629,t/673/Residance_G3__02195.jpg,"Thule Residence G3 Omnistor Privacy Room ",N,3,7632,d/679/Thule_Residence_G3_Front__99253.jpg,"Thule Residence G3 Omnistor Awning",N,4,8320,a/446/Thule_Residence_G3_SIDE_OUT2__69890.jpg,,N,5,8321,s/107/Thule_Residence_G3_FRONT_OUT__25409.jpg,,N,6,8324,y/285/Thule_Residence_G3_SIDE_OUT__15487.jpg,,N,7,8325,r/780/Thule_Residence_G3_DOOR_OUT__97687.jpg,,N,8,7633,w/244/Residance_G3_Awning_Bag__24959.jpg,"Thule Residence G3 Omnistor Privacy Room Awning Carry Bag",N,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thule, Awning, Caravan, Campervan, Motorhome, Residence, G3, Omnister, 6300","Thule Residence G3 Campervan Caravan  Motorhome Privacy Room","Thule, Omnistor, Residence, Caravan, Campervan, Motorhome, Awning, 6300","Thule Omnistor Residence G3 Wall Mounted Caravan Campervan and Motorhome Awning Privacy Room",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/thule/residence/g3/awning/6300,,,,,"""Compatibility=Caravans, Motorhomes, Campervans"";""Awning Fit=Thule Omnistor 4900, 5002, 5003, 5102, 5200, 5500, 6002, 6200, 6900, 8000, 9200"";""Min Mounting Height=2.15m"";""Max Mounting Height=3.10m"";Stay=Long;""Set-Up Time=Fast"";""Materials=PVC Fabric"";""Bag=Luxury Bag"""
"  SKU",7949,"[S]Awning Length/Projection=Length - 3m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301540,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7950,"[S]Awning Length/Projection=Length - 3.25m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301541,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7951,"[S]Awning Length/Projection=Length - 3.5m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301542,,,,,,1595.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7952,"[S]Awning Length/Projection=Length - 3.75m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301543,,,,,,1635.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7953,"[S]Awning Length/Projection=Length - 4m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301544,,,,,,1635.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7954,"[S]Awning Length/Projection=Length - 4.25m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301545,,,,,,1675.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7955,"[S]Awning Length/Projection=Length - 4.5m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301546,,,,,,1675.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7956,"[S]Awning Length/Projection=Length - 5m,[S]Mounting Height=2.15m - 2.29m - Small",,6300-301520-301547,,,,,,1759.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7957,"[S]Awning Length/Projection=Length - 3m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301540,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7958,"[S]Awning Length/Projection=Length - 3.25m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301541,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7959,"[S]Awning Length/Projection=Length - 3.5m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301542,,,,,,1595.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7960,"[S]Awning Length/Projection=Length - 3.75m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301543,,,,,,1635.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7961,"[S]Awning Length/Projection=Length - 4m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301544,,,,,,1635.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7962,"[S]Awning Length/Projection=Length - 4.25m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301545,,,,,,1675.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7963,"[S]Awning Length/Projection=Length - 4.5m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301546,,,,,,1675.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7964,"[S]Awning Length/Projection=Length - 5m,[S]Mounting Height=2.30m - 2.44m - Medium",,6300-301521-301547,,,,,,1759.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7965,"[S]Awning Length/Projection=Length - 3m,[S]Mounting Height=2.45m - 2.59m - Large",,6300-301522-301540,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7966,"[S]Awning Length/Projection=Length - 3.25m,[S]Mounting Height=2.45m - 2.59m - Large",,6300-301522-301541,,,,,,1559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7967,"[S]Awning Length/Projection=Length - 3.5m,[S]Mounting Height=2.45m - 2.59m - Large",,6300-301522-301542,,,,,,1595.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7968,"[S]Awning Length/Projection=Length - 3.75m,[S]Mounting Height=2.45m - 2.59m - Large",,6300-301522-301543,,,,,,1635.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
