"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",2748,"[S]Light Colour=Cold",,NOVA-C-LED,,,,,,14.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",3016,,,NOVA-W-LED,,,,,,[FIXED]14.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",3017,,,NOVA-C-LED,,,,,,[FIXED]14.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1441,"Zodiac Ei Swimming Pool Salt Chlorinator",P,,,Zodiac,"Zodiac Ei pool salt chlorinator",Right,"<h1>Zodiac Ei Swimming Pool Salt Chlorinator</h1> <h3 style=""text-align: justify;"">Compact, efficient and easy to use, the Zodiac Ei Salt Chlorinator is an affordable system for easily converting your pool into a saltwater oasis!</h3> <p style=""text-align: justify;"">Enjoy soft, hassle free, silky water in just 10 minutes with the Zodiac Ei Swimming Pool Salt Chlorinator which sanitises your pool water automatically so you can get on with enjoying your chlorine free pool as quickly as possible!</p> <p style=""text-align: justify;"">The Zodiac Ei swimming pool Salt Chlorinator can be installed in three easy steps (free of the hassle of getting some pipe cut!) and requires minimal maintenance thanks to its advanced electronics and auto-reversing polarity.</p> <h3 style=""text-align: justify;"">How does the Zodiac Ei Swimming Pool Salt Chlorinator work?</h3> <p style=""text-align: justify;"">Very simply, when ordinary salt is added to the water of your swimming pool, the Quick Fix Cell of the system then generates pure sanitiser (all year round!). Once the sanitiser has finished purifying the pool water then it is reverted back into salt for the whole cycle to repeat again, making the Zodiac Ei Swimming Pool Salt Chlorinator incredibly efficient and a recycling marvel!</p> <h3>Zodiac Ei Swimming Pool Salt Chlorinator features</h3> <ul> <li>Easy-to-operate controls</li> <li>Automatic reverse polarity reduces calcium buildup</li> <li>Simple and easy to fit, 'No plumbing' installation with unique 'Quick Fix' cell</li> <li>LCD display and LED indicators make it easy to use</li> <li>Programmable timer</li> <li>No flow detector</li> <li>Self cleaning cell</li> <li>Titanium electrode with long lasting <span style=""color: #000000;"">surface</span> treatment</li> <li>2 Year Unconditional Warranty</li> </ul> <p>Please check the compatibility of your heating equipment before installation.</p> <p>&nbsp;</p> <table style=""width: 584px; height: 106px;"" border=""0""> <tbody> <tr><th class=""tabletopcolor"" scope=""col"" width=""96"">Code</th><th class=""tabletopcolor"" scope=""col"" width=""387"">Description</th><th class=""tabletopcolor"" scope=""col"" width=""87"">&nbsp;</th></tr> <tr> <td> <div align=""center"">EIC10</div> </td> <td>Zodiac Ei 10 Swimming pool salt chlorinator - for pools up to 40m&sup3;</td> <td> <div align=""center""><span style=""color: #ff0000;"">&nbsp;</span></div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">EIC18</div> </td> <td class=""tablemidcolor"">Zodiac Ei 18 Swimming pool salt chlorinator - for pools up to 70m&sup3;</td> <td class=""tablemidcolor""> <div align=""center""><span style=""color: #ff0000;"">&nbsp;</span></div> </td> </tr> <tr> <td> <div align=""center"">EIC25</div> </td> <td>Zodiac Ei 25 Swimming pool salt chlorinator - for pools up to 100m&sup3;</td> <td> <div align=""center""><span style=""color: #ff0000;"">&nbsp;</span></div> </td> </tr> </tbody> </table> <p>Please select the Zodiac Ei swimming pool salt chlorinator you require from the drop down list above</p>",1295.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock ","by option",999,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Salt Chlorinators",5974,j/886/Zodiac_Ei_Chlorinator__58231.jpg,"Zodiac Ei swimming pool salt chlorinator",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zodiac, Ei, swimming, pool, Salt, Chlorinator, water, timer, automatic, ","Zodiac Ei Swimming Pool Salt Water Chlorinator","Zodiac, Ei, swimming, Pool, Salt, Water, Chlorinator, timer, automatic, chlorine","The Zodiac Ei Swimming Pool Salt Water Chlorinator is an easy to install low maintenance solution for pool sanitization.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/zodiac-ei-swimming-pool-salt-chlorinator/,,,,,"""Control unit dimensions W x H x D=28.5 x 40.5 x 12.5 cm"";""Cell dimensions W x H x D=16.5 x 22.5 x 12.5 cm"";""Power supply=220-240 V AC"";""Cable length control unit to cell=1.8 m"""
"  SKU",1909,"[S]Zodiac Ei Salt Chlorinator Model=For pools up to 40m³",,EIC10,,,,,,1375.00,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1910,"[S]Zodiac Ei Salt Chlorinator Model=For pools up to 70m³",,EIC18,,,,,,1429.00,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1911,"[S]Zodiac Ei Salt Chlorinator Model=For pools up to 100m³",,EIC25,,,,,,1725.00,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",739,,,EIC10,,,,,,[FIXED]1375,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",740,,,EIC18,,,,,,[FIXED]1429,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",741,,,EIC25,,,,,,[FIXED]1725,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1443,"2 inch to 1.5 inch Threaded Reducer Pool Pipe Fitting",P,CP21T,,,,Right,"<h1>2 inch to 1.5 inch Threaded Reducer Pool Pipe Fitting</h1> <p>Convert a 2 inch fitting to a 1.5. inch one with this threaded reducer.&nbsp;</p> <p><span>Certikin 2 inch to 1.5 inch Threaded Reducer is normally used to convert a 2 inch fitting e.g Pool Pump to 1.5 inch ,this threaded reducer screws into a 2 inch fitting leaving you with a 1.5 inch threaded fitting. It has an outer male thread with an inner female thread.</span></p> <p>&nbsp;</p>",10.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock and sent with a Next Working Day courier service!",none,0,0,"Swimming Pool;Swimming Pool/Plumbing",4505,s/250/2_Inch_to_1.5_Inch_Threaded_Reducer__00526.jpg,"2 inch to 1.5 inch Threaded Reducer Pool Pipe Fitting",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 inch, 1.5 inch, 2"" - 1.5"",  Threaded, Reducer, Pool, Pipe, Fitting,","2 inch to 1.5 inch Threaded Reducer Pool Pipe ABS Fitting","2 inch, 1.5 inch, Threaded, Reducer, Pool, Pipe, ABS, Fitting, 2"" - 1.5"", ","2 inch to 1.5 inch Threaded Reducer Pool Pipe ABS Fitting is in stock and sent with a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pool/2-inch-to-1-5-inch-threaded-reducer-pool-pipe-fitting/,,,,,
Product,1445,"Dometic Mobicool FR35 31L Portable Compressor Fridge Freezer 12v/24v/230v",P,9105303446,,,,Right,"<h1>Waeco FR35 31L Portable Compressor 12v/24v/230v Fridge Freezer</h1> <p>Featuring a robust build and an impressively powerful cooling performance, the Waeco FR35 31L Portable Compressor Fridge Freezer is perfect for leisure trips, parties, motorhomes, boats or even as a convenient studio or office fridge freezer.</p> <p>Capable of cooling all the way down to &ndash;12&deg;C and ready for connection to 12/24 volts DC&nbsp; and 100 -240 volts AC, the Waeco FR35 31L Compressor is a versatile and portable fridge freezer featuring a handy interior light and temperature control display.</p> <p>&bull; With interior light, temperature control display and vertical space for 1.5-litre bottles</p> <h3>This item is discontinued - Please see the <a title=""Dometic CFX35 Compressor Coolbox"" href=""https://www.jacksonsleisure.com/dometic/waeco/coolfreeze/cfx/35w/portable/compressor/fridge/freezer/cool/box/"">Dometic CFX 35</a></h3>",299.95,0.00,0.00,0.00,0.0000,N,"2 years warranty",0.0000,0.0000,0.0000,0.0000,N,N,"Discontinued - Please see the Dometic Waeco CFX35",none,0,0,"Fridges & Coolboxes/Cool Boxes;Fridges & Coolboxes/Cool Boxes/Compressor Fridge & Freezer;Camping/Cooling/Compressor Fridge Freezer",4507,k/186/fr35__28692.jpg,"Weaco FR35",Y,0,4508,b/938/fr35_1__82964.jpg,,N,1,4509,p/353/fr35_2__91812.jpg,,N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FR35, FR-35, 31L, 31 litre, Portable, Compressor, Fridge, Freezer, 12v, 24v, 230v, 9105303446,","Waeco FR35 31L Portable Compressor 12v/24v/230v Fridge Freezer Cool Box (9105303446)","Waeco, FR35, 31L, FR-35, 31 LITRES, Portable, Compressor, 12v, 24v, 230v, Fridge, Freezer, Cool, Box, 9105303446,","The Waeco FR35 Portable Compressor Fridge Freezer Cool Box is in stock & sent with a Next Working Day delivery service!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-mobicool-fr35-31l-portable-compressor-fridge-freezer-12v-24v-230v/,,4015704235814,9105303446,,"""Voltage=12/24 volts DC & 100-240 volts AC"";""Energy class=A"";""Insulation=PU foam all around"";""Temperature range=10°C to -12°C"";""Dimensions with handles=L640xW360xH397mm"";""Dimensions without handles=L580xW360xH397mm"";Weight=13kg"
Product,1446,"Intex 10ft x 30” Easy Set Above Ground Pool With Filter Pump",P,28122,,Intex,,Right,"<h1>Intex 10&rsquo; x 30&rdquo; Easy Set Above Ground Pool with Filter Pump</h1> <p>Fast and easy to set up, the Intex 10&rsquo; x 30&rdquo; Easy Set Inflatable Above Ground Pool is ideal as a convenient garden pool option to enjoy with family and friends on hot summer days!</p> <h3>How do you set up the Intex 10&rsquo; x 30&rdquo; Easy Set Above Ground Pool with Filter Pump?</h3> <ul> <li>Simply fill the top ring with air, straighten out the bottom lining and fill the Intex 10&rsquo; x 30&rdquo; Pool up with water! Water pressure will then cause the sides to rise.</li> <li>When setting up the Intex Easy Set Pool with Filter Pump it&rsquo;s essential that you ensure that it is positioned on perfectly level ground so that the pool fills up correctly (otherwise the sides will bow out and the water level will be lopsided!).</li> <li>Emptying water from the swimming pool also couldn&rsquo;t be easier! The Intex 10&rsquo; x 30&rdquo; Easy Set Swimming Pool features a helpful drain plug which connects to a garden hose so that you can drain water away from the pool when you&rsquo;re all done having fun for the day!&nbsp;</li> </ul> <h3>Intex 10&rsquo; x 30&rdquo; Easy Set Above Ground Swimming Pool</h3> <ul> <li>Intex filter pump (flow rate 1250ltr/330gal)</li> <li>1 x Type (H) Intex filter cartridge</li> <li>Hose size 1.25""</li> <li>Triple layered for extra strength</li> </ul>",43.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"UNAVAILABLE AT PRESENT",none,0,0,"Swimming Pool;Swimming Pool/Pools & Spas/Above Ground Swimming Pools",4511,z/213/28122__07037.jpg,"Intex 10’ x 30” Easy Set Above Ground Pool with Filter Pump (28122)",Y,0,4514,z/946/28122_a__95963.jpg,,N,1,4517,o/593/intexfilter__40885.jpg,"Intex Filter Pump (included!)",N,2,4512,b/873/28122c__16815.jpg,"A complete easy to assemble swimming pool kit for your garden!",N,3,4513,j/251/28122b__99451.jpg,"Intex 10’ x 30” Easy Set Above Ground Pool with Filter Pump Packaging",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10’ x 30”, 10foot, 10 foot, 10ft, 30inch, 30 inch, Easy, Set, Above, Ground, Pool, 28122,","Intex 10’ x 30” Above Ground Swimming Pool with Filter Pump","Intex, 10 foot, Above, Ground, inflatable, Swimming, Pool, Pump,","The Intex 10’ x 30” Easy Set Above Ground Garden Pool with Filter Pump is in stock and sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",078257281220,N,/swimming-pools/intex-10ft-x-30-easy-set-above-ground-pool-with-filter-pump/,,078257281220,28122,,"""Diameter=10' (305cm/120"""")"";""Height=30"""" (76cm)"";""Capacity=80% = 3,853 litres"";""Intex recommended water depth=23""""/58cm"""
Product,1447,"Intex 12ft Easy set swimming pool cover",P,58919,,,,Right,"<h1>12 Foot Intex Easy Set cover for Inflatable pools,</h1> <p>Complete with cover tie rope, keeps debris leaves etc off pool.&nbsp; 30cm (12 inch overhang)</p>",6.99,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Sold out",none,0,0,"Swimming Pool;Swimming Pool/Pools & Spas/Above Ground Swimming Pools",4519,d/745/12ft_cover__55875.jpg,"12ft pool cover only",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"intex pool cover, easy set cover, 12ft, ",,,,,,,New,N,N,,N,,,0,"Default Tax Class",078257589197,N,/swimming-pools/intex-12ft-easy-set-swimming-pool-cover/,,078257589197,58919,,
Product,1448,"Thetford Topline 111 Campervan Caravan 2 Burner Hob & Sink Combination",P,SCU11199-SP,,Thetford,,Right,"<h1>Thetford Topline 111 2 Burner Caravan Hob &amp; Sink Combination</h1> <p>New from Thetford a stylish combination unit featuring a 2 burner hob and a sink, the Thetford Topline 111 features a black finish in a sophisticated, contemporary design and is suitable for installation in caravans, motorhomes and boats.</p> <h3>Will take SMEV AC539 mixer or cold tap</h3> <p><strong>25mm Waste Required not included - <a href=""https://www.jacksonsleisure.com/caravan/motorhome/90/degree/siphon/waste/water/outlet/"" target=""_blank"">click here</a><br /></strong></p> <h2>Quick Video</h2> <p><iframe src=""https://www.youtube.com/embed/pRDOvFEcAW8?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <h3>User Manual:</h3> <p><a title=""Thetford 111 User Manual"" href=""https://www.jacksonsleisure.com/content/pdf/thetford/thetford-111-user-manual.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""download-manual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""download-manual.jpg"" width=""202"" height=""73"" /></a></p> <h3>Installation Manual:</h3> <p><a title=""Thetford 111 Installation Manual"" href=""https://www.jacksonsleisure.com/content/pdf/thetford/thetford-111-installation-manual.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""download-manual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""download-manual.jpg"" width=""202"" height=""73"" /></a></p>",299.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"This item is sent on a next working day courier",none,0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Hob & Sink Combination ;Caravan, Campervan & Motorhome",6062,y/158/Topline_111_CU_2__78673.1436968613.1280.1280__10146.jpg,"Thetford Topline 111 2 Burner Caravan Hob & Sink Combination (SCU11180)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Topline, 111, 2 Burner, Hob & Sink, hob, sink, Combination, combo, SCU11180, 11180,","Thetford Topline 111 2 Burner Caravan Motorhome Boat Hob & Sink Combination (SCU11180)","Thetford, Topline, 111, 2 Burner, Caravan, Motorhome, Boat, Hob, Sink, Combination, SCU11180,","The Thetford Topline 111 2 Burner Caravan Hob & Sink Combination is in stock and sent with a Next Working Day delivery service!",,,,New,N,N,,N,,,-9,"Default Tax Class",,N,/caravan-motorhome/thetford-topline-111-campervan-caravan-2-burner-hob-sink-combination/,,,SCU11199-SP,,"""Model=Topline 111"";""Dimensions H (mm)=195"";""Dimensions W (mm)=900"";""Dimensions D (mm)=370"";""Glass Lid=Yes"";""Material=Toughened Glass & Stainless Steel"";""Ignition Type=Piezo Ignition"";""Fuel Source=Gas"";""No. of Burners=2"";""Heat Output=2 x 1.5kW"";""Sink Position=Right"";""Sink Dimensions HxWxD (mm)=D 140 mm"";""Tap Hole Cutout=40mm"";""Weight (kg)=11kg"";""Built In Dimensions=358 x 888 mm"";""Gas Consumption=108 g/h"";""Gas Supply Pressure=30 mbar"";SKU=SCU11199-SP"
Product,1451,"Igloo Island Breeze 60QT Wheeled Ice Box Roller Cooler",P,45813,,Igloo,,Right,"<h1 class=""description"">Igloo Island Breeze 60QT Wheeled Ice Box Roller Cooler</h1> <p class=""description"">Ideal for a variety of outdoor enjoyment including camping trips, festivals, parties, picnics and barbecues, the Igloo Island Breeze 60QT Wheeled Ice Box Roller Cooler&nbsp;combines convenience with high quality cooler technology to keep food and drink cool whilst you&rsquo;re on the go!</p> <p class=""description"">With an ample 57 litre capacity (that&rsquo;s approximately 90 12oz cans!), the Igloo Island Breeze 60QT Wheeled Ice Box Roller Cooler&nbsp;has plenty of space for a cool, tasty haul, whilst oversized soft ride sport wheels, a wide grip telescopic handle, moulded-in side grips and tie down loops on the lid provide easy transportation, lifting and additional luggage options.</p> <h3>Igloo Island Breeze 60QT Wheeled Ice Box Roller Cooler&nbsp;features</h3> <ul> <li>Cool Riser Technology keeps its contents cold longer</li> <li>Wide-grip, push-button locking telescoping handle</li> <li>Molded-in side handles</li> <li>Recessed triple-snap drain plug for quick water removal</li> <li>Integrated lid tie-down loops for hauling additional gear</li> <li>Oversized soft-ride sport wheels</li> <li>Approximately stores up to 90 cans (12 oz)</li> <li>Fits 2 L bottles upright</li> <li>Ideal for outdoor activities, holidays and events</li> <li>Rolling design for convenient transportation</li> <li>Oversized sport rally wheels for smooth rolling on various terrains</li> </ul>",129.95,0.00,0.00,0.00,0.0000,N,"1 Year",0.1000,0.0000,0.0000,0.0000,N,N,"In stock & sent on a next working day carrier!",none,0,0,"Fridges & Coolboxes/Cool Boxes;Fridges & Coolboxes/Cool Boxes/Camping Cool Boxes;Camping/Cooling;Camping/Cooling/Camping Cool Boxes",5500,a/979/00034065_10190.1450712290.1280.1280__18494.jpg,"Telescopic handle for easy transportation",Y,0,5501,p/319/igloo_islandbreeze_50__19814.jpg,"Igloo Island Breeze 60QT Wheeled Roller Cooler",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island, Breeze, 60QT, 60quart, 60 quart, 57L, 57litre, 57 litre, Wheeled, Roller, wheels, Cooler, 45813","Igloo Island Breeze 60 Quart 57 Litre Wheeled Large Ice Box Camping Roller Cooler (45813)","Igloo, Island, Breeze, 60 Quart, 57 Litre, 60QT, 57L, Wheeled, wheels, Large, Ice, Box, Cool, Camping, Roller, Cooler, 45813,","The Igloo Island Breeze 60 Quart 57L Wheeled Roller Cooler (45813) is in stock & sent with a speedy Next Working Day delivery service!",,,,New,N,N,,N,,,0,"Default Tax Class",034223458133,N,/caravan-motorhome/igloo-island-breeze-60qt-wheeled-ice-box-roller-cooler/,,,,,"""Capacity=60 QT / 57 L"";""Exterior Dimensions=70 x 43 x 51cm"""
