"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",1816,"[S]Vacuum Point Options=Vacuum Point CONCRETE",,HD20,,,,,,18.95,0.00,,,,N,,,,,,,,,,9999993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1817,"[S]Vacuum Point Options=Vacuum Point LINER",,HD20LT,,,,,,25.95,0.00,,,,N,,,,,,,,,,9999995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1818,"[S]Vacuum Point Options=Vacuum Point Plumbed CONCRETE",,ZHD20C,,,,,,28.95,0.00,,,,N,,,,,,,,,,9999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1819,"[S]Vacuum Point Options=Vacuum Point Plumbed LINER",,ZHD20LT,,,,,,39.95,0.00,,,,N,,,,,,,,,,999993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",656,,,HD20,,,,,,[FIXED]18.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",657,,,HD20LT,,,,,,[FIXED]25.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",658,,,ZHD20C,,,,,,[FIXED]28.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",659,,,ZHD20LT,,,,,,[FIXED]39.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1674,"Certikin 6"" Anti Vortex Swimming Pool Main Drain",P,,,Certikin,"Certikin Main Drain",Right,"<h1>Certikin 6"" Anti Vortex Swimming Pool Main Drain</h1> <p style=""text-align: justify;"">The Certikin 6"" Swimming Pool Main Drain HD33 features a unique anti vortex grille design and is available in concrete or liner pool variants. The Anti Vortex main drain is used to draw water from the base of the swimming pool for filtration and is also used as primary method for emptying the pool. Both the concrete pool and liner pool main drains are supplied with self-tapping fixing screws for added safety.</p> <h3 style=""text-align: justify;"">Certikin 6"" Swimming Pool Main Drain Features:</h3> <ul style=""text-align: justify;""> <li>High flow - low velocity grille supplied as standard</li> <li>Provides up to 50% more free flow area than other models</li> <li>Unique anti vortex design</li> <li>Protective film prevents installation damage</li> <li>Manufactured in white ABS</li> </ul> <p style=""text-align: justify;"">Maximum flow rate for the Certikin 6"" Swimming pool main drain is 4.5m&sup3;/hour with 1.5"" connection and 9.5m&sup3;/hour with 2"" connection.</p> <p style=""text-align: justify;"">The anti vortex pool main drain is available individualy or as a kit set out in the table below:-</p> <p>&nbsp;</p> <table style=""width: 610px; height: 105px;"" border=""0""><caption>Main Drain - CONCRETE Pool</caption> <tbody> <tr><th class=""tabletopcolor"" scope=""col"" width=""96"">Code</th><th class=""tabletopcolor"" scope=""col"" width=""403"">Description</th><th class=""tabletopcolor"" scope=""col"" width=""96"">Price</th></tr> <tr> <td> <div align=""center"">HD33</div> </td> <td>6"" Main drain with anti vortex grille</td> <td> <div align=""center"">&pound;29.95</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">ZZ0301</div> </td> <td class=""tablemidcolor"">Main drain C/W plug, bush and nipple</td> <td class=""tablemidcolor""> <div align=""center"">&pound;35.95</div> </td> </tr> <tr> <td> <div align=""center"">ZZ0302</div> </td> <td>Main drain C/W hydro relief valve, collection tube, bush and nipple</td> <td> <div align=""center"">&pound;49.95</div> </td> </tr> </tbody> </table> <p>&nbsp;</p> <table style=""width: 609px; height: 99px;"" border=""0""><caption>Main Drain - LINER Pool</caption> <tbody> <tr><th class=""tabletopcolor"" scope=""col"" width=""96"">Code</th><th class=""tabletopcolor"" scope=""col"" width=""403"">Description</th><th class=""tabletopcolor"" scope=""col"" width=""96"">Price</th></tr> <tr> <td> <div align=""center"">HD33LT</div> </td> <td>6"" Main drain with anti vortex grille</td> <td> <div align=""center"">&pound;44.95</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">ZZ0352</div> </td> <td class=""tablemidcolor"">Main drain C/W plug, bush and nipple</td> <td class=""tablemidcolor""> <div align=""center"">&pound;49.95</div> </td> </tr> <tr> <td> <div align=""center"">ZZ0353P</div> </td> <td>Main drain C/W hydro relief valve, collection tube, bush and nipple</td> <td> <div align=""center"">&pound;59.95</div> </td> </tr> </tbody> </table> <p style=""text-align: justify;"">Please select the Certikin 6"" Anti Vortex Swimming Pool Main Drain option you require from the drop down box above</p> <p>&nbsp;</p>",29.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Delivery of the Certikin 6"" Anti Vortex Swimming Pool Main Drain is 1/3 working days!","by option",5988,0,"Swimming Pool;Swimming Pool/Plumbing",5940,c/855/certikin-abs-main-drain-fitting__35886.jpg,"Certikin 6"" Anti Vortex Swimming Pool Main Drain Concrete Pool HD33",Y,0,5941,q/069/certikin-abs-main-drain-fitting-seals__53425.jpg,"Certikin 6"" Anti Vortex Swimming Pool Main Drain Liner Pool HD33LT",N,1,5942,c/052/certikinmaindrains__55105.jpg,"Certikin 6"" Anti Vortex Swimming Pool Main Drain Concrete and Liner Dimensions",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Certikin, Swimming, Pool, Anti, Vortex, Main, Drain, Plumbing, Filtration, Water","Certikin 6"" Anti Vortex Swimming Pool Main Drain","Certikin, 6"", Anti, Vortex, Swimming, Pool, Main, Drain, Liner, Concrete","The Certikin 6"" Anti Vortex Swimming Pool Main Drain for concrete or liner pools used for filtration and emptying your pool. ABS for durability.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/certikin-6-anti-vortex-swimming-pool-main-drain/,,,,,
"  SKU",1802,"[S]Main Drain Options=Concrete- Main Drain HD33",,HD33,,,,,,39.95,0.00,,,,N,,,,,,,,,,993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1803,"[S]Main Drain Options=Concrete- Main Drain ZZ0301",,ZZ0301,,,,,,42.95,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1804,"[S]Main Drain Options=Concrete- Main Drain ZZ0302",,ZZ0302,,,,,,59.95,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1805,"[S]Main Drain Options=Liner- Main Drain HD33LT",,HD33LT,,,,,,54.95,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1806,"[S]Main Drain Options=Liner- Main Drain ZZ0352",,ZZ0352,,,,,,59.95,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1807,"[S]Main Drain Options=Liner- Main Drain ZZ0353P",,ZZ0353P,,,,,,74.95,0.00,,,,N,,,,,,,,,,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",638,,,HD33,,,,,,[FIXED]39.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",639,,,ZZ0301,,,,,,[FIXED]42.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",640,,,ZZ0302,,,,,,[FIXED]59.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",641,,,HD33LT,,,,,,[FIXED]54.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",642,,,ZZ0352,,,,,,[FIXED]59.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",643,,,ZZ0353P,,,,,,[FIXED]74.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1675,"Project 2000 Manual/Electronic Caravan Campervan and Motorhome Motorised Step",P,Project2000,12473/440R/96/000,JLS,"Project 2000 Motorised Step",Right,"<h1>The Project 2000 M440/480 Step for Motorhome, Campervan, and Caravan</h1> <h3>M440 Manual Caravan Campervan Step</h3> <h2>Features:</h2> <ul> <li>New structure is made from both steel and aluminium and is designed to grant higher stability.</li> <li>Strong protection against salty fog on the steel parts through galvanization and epoxy paint.</li> <li>Manual step operation</li> <li>Quick movement on brass bushes able to grant smooth movement over time.</li> <li>Footboard is from anodised aluminium with anti-slip rubber, to facilitate safe entry to your Campervan Motorhome or caravan</li> <li>Step tread width is 440mm.</li> <li>Weight: 4.2KG.</li> <li>Manual release system for emergencies</li> </ul> <p><span style=""color: #000000;"">The Project 2000 range </span>of step are designed for use with most Caravan, Campervan and Motorhome. Easy to install, the manual M440 and M480 model listed here is operated by Simply pulling the step from it's secure housing and stowing away again when your campervan caravan motorhome is ready to relocate. The M440 makes for an easy, cost effective, and dignified entry into your Campervan, Caravan or Motorhome, and folds away neatly into its weatherproof housing beneath your Camper, caravan or motorhome. The Project 2000 M440 is the most cost effective manual option for your motorhome, caravan or campervan, in the project 2000 range.</p> <h3>M480 Electronic Caravan Campervan Step</h3> <p>The M480 is the electronic version of the step, and is operated by a switch inside the motorhome campervan or caravan, that should be conveniently situated for easy reach when the habitation door is open.</p> <h2>Features:</h2> <ul> <li>Anti-shock clutch able to preserver the motor and gearbox from violent hits while the step is in motion.</li> <li>Manual step release system for emergency without having to disconnect any mechanical component.</li> <li>High power engine, working on ball bearings, with thermal breaker in case of excessive strain.</li> <li>Strong protection against salty fog of the steel parts through galvanization and epoxy paint.</li> <li>Opening and closing with manned operation until completely closed/opened.</li> <li>Quick movement on brass bushes able to grant smooth movement over time.</li> <li>Water proof sensor for ""open step"" warning light integrated in motor carter.</li> <li>High motion speed: step open to step close in 1.5 seconds.</li> <li>Step footboard is from anodised aluminium with anti-slip rubber, to facilitate safe entry to your Campervan Motorhome or Caravan</li> <li>Energy input: 3A.</li> <li>Weight 8KG.</li> </ul>",289.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.1000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 3 - 5 working days",none,99,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Vehicle Accessories & Equipment/Steps",5943,h/636/227481__54959.jpg,,Y,0,5946,e/377/277482__28358.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caravan Step, Motorhome step, Campervan Step, Project 2000, Manual 440, M440, Switched step,Step, Foldaway step","Project 2000 manual Caravan Campervan Motorhome  Step","Project 2000, 440, M440, Motorhome, Foldaway Caravan step, Campervan,Manual","The Project 2000 M440 Caravan, motorhome campervan manual Step is designed for easy and dignified access",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/project-2000-manual-electronic-caravan-campervan-and-motorhome-motorised-step/,,,27748,,
"  SKU",1833,"[RB]Motorised Step Options=M440 Manual Step",,27748,,,,,,289.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1834,"[RB]Motorised Step Options=M440 Electronic Step",,27742,,,,,,329.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",673,,,27748,,,,,,[FIXED]289.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",674,,,27742,,,,,,[FIXED]329.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1676,"Frontier 3 Swimming Pool Diving Board",P,,,,"Frontier Diving Board",Right,"<h2>Frontier 3 Swimming Pool Diving Board</h2> <p style=""text-align: justify;"">The Frontier 3 Swimming Pool diving board is intended for use on a residential pool and features an anti-slip tread for user safety. This diving board is supplied with a White Flyte Deck II stand. The White Flyte Deck stand is a sleek design and constructed from durable and scratch resistant acrylic to ensure years of use from the diving board.</p> <p style=""text-align: justify;"">For maximum safety each Frontier III swimming pool diving board has a high quality slip-resistant sand tread and is supplied with an instructional diving video to promote safety when using your swimming pool diving board.</p> <p style=""text-align: justify;"">The Frontier III swimming pool diving board is available in 3 lengths: 1.8 metres (6'), 2.4 metres (8'), 3 metres (10').&nbsp;</p> <p>&nbsp;</p> <table style=""width: 590px; height: 162px;"" border=""0""> <tbody> <tr><th class=""tabletopcolor"" scope=""col"" width=""93"">Code</th><th class=""tabletopcolor"" scope=""col"" width=""379"">Description</th></tr> <tr> <td> <div align=""center"">SR8362</div> </td> <td>6 foot White Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">SR8363T</div> </td> <td class=""tablemidcolor"">6 foot Blue Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> <tr> <td> <div align=""center"">SR8382</div> </td> <td>8 foot White Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">SR8383T</div> </td> <td class=""tablemidcolor"">8 foot Blue Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> <tr> <td> <div align=""center"">SR8402</div> </td> <td>10 foot White Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">SR8403T</div> </td> <td class=""tablemidcolor"">10 foot Blue Frontier 3 Diving Board and Flyte Deck Stand</td> </tr> </tbody> </table> <p>&nbsp;</p> <p style=""text-align: justify;"">Please make your Frontier III swimming pool diving board selection from the drop down list above.</p> <p style=""text-align: justify;"">In the interests of safety for installation of the swimming pool diving board the recommended SPATA guidelines and standards should be adhered to.</p> <p style=""text-align: justify;"">The 'Cage of Safety' is an area of water of sufficient size and depth within the deep end of the pool of various dimensions that allows normal deck level diving with safety. Irrespective of the shape or profile of the pool this 'Cage of Safety' should be maintained. Please see SPATA standards for more information.</p> <p>&nbsp;</p> <h2>&nbsp;</h2>",1725.00,0.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,N,Y,"Delivery of the Frontier III Swimming Pool Diving Board is 5/10 working days!","by option",5999992,0,"Swimming Pool;Swimming Pool/Poolside Equipment;Swimming Pool/Poolside Equipment/Diving Boards",5947,b/823/frontier-3-flyte-deck__89303.jpg,"Frontier III swimming pool diving board with Flyte Deck",Y,0,5948,v/199/Flyte-Deck__88372.jpg,"Frontier III swimming pool diving board with white Flyte Deck II",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier, III, Diving, Board, Swimming, Pool, White, Flyte, Deck, water, residential ","Frontier III Swimming Pool Diving Board and Flyte Deck stand","Frontier, III, Swimming, Pool, Diving, Board, Flyte, Deck, stand,","The Frontier III Swimming Pool Diving Board is supplied with White Flyte Deck II stand and is ideal for residential swimming pool.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pool/frontier-3-swimming-pool-diving-board/,,,,,
"  SKU",1825,"[S]Frontier III Options=6ft White C/W Flyte stand",,SR8362,,,,,,1725.00,0.00,,,,N,,,,,,,,,,999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1826,"[S]Frontier III Options=6ft Blue C/W Flyte stand",,SR8363T,,,,,,1885.00,0.00,,,,N,,,,,,,,,,999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1827,"[S]Frontier III Options=8ft White C/W Flyte stand",,SR8382,,,,,,2075.00,0.00,,,,N,,,,,,,,,,999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1828,"[S]Frontier III Options=8ft Blue C/W Flyte stand",,SR8383T,,,,,,2075.00,0.00,,,,N,,,,,,,,,,999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1829,"[S]Frontier III Options=10ft White C/W Flyte stand",,SR8402,,,,,,2595.00,0.00,,,,N,,,,,,,,,,999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1830,"[S]Frontier III Options=10ft Blue C/W Flyte stand",,SR8403T,,,,,,2645.00,0.00,,,,N,,,,,,,,,,999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",665,,,SR8362,,,,,,[FIXED]1725,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",666,,,SR8363T,,,,,,[FIXED]1885,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",667,,,SR8382,,,,,,[FIXED]2075,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",668,,,SR8383T,,,,,,[FIXED]2075,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",669,,,SR8402,,,,,,[FIXED]2595,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",670,,,SR8403T,,,,,,[FIXED]2645,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
